district,state,date,temp_max_c,temp_min_c,precip_mm,rain_mm
Ballari,Karnataka,2024-10-10,31.7,22.4,5.7,5.7
Ballari,Karnataka,2024-10-11,31.1,22.6,11.8,11.8
Ballari,Karnataka,2024-10-12,30.9,22.6,2.6,2.6
Ballari,Karnataka,2024-10-13,30.7,22.5,8.1,8.1
Ballari,Karnataka,2024-10-14,28.2,21.5,1.2,1.2
Ballari,Karnataka,2024-10-15,26.8,22.8,6.7,6.7
Ballari,Karnataka,2024-10-16,25.2,22.4,18.7,18.7
Ballari,Karnataka,2024-10-17,26.1,22.1,16.8,16.8
Ballari,Karnataka,2024-10-18,28.8,22.9,4.2,4.2
Ballari,Karnataka,2024-10-19,29.2,22.1,5.2,5.2
Ballari,Karnataka,2024-10-20,29.6,22.3,19.8,19.8
Ballari,Karnataka,2024-10-21,29.4,22.2,14.6,14.6
Ballari,Karnataka,2024-10-22,28.9,21.1,3.0,3.0
Ballari,Karnataka,2024-10-23,29.7,21.3,1.9,1.9
Ballari,Karnataka,2024-10-24,29.8,20.9,0.0,0.0
Ballari,Karnataka,2024-10-25,30.5,20.0,0.0,0.0
Ballari,Karnataka,2024-10-26,30.2,19.7,0.0,0.0
Ballari,Karnataka,2024-10-27,30.7,21.4,0.0,0.0
Ballari,Karnataka,2024-10-28,30.2,20.4,0.0,0.0
Ballari,Karnataka,2024-10-29,30.6,22.0,0.3,0.3
Ballari,Karnataka,2024-10-30,31.0,22.0,0.0,0.0
Ballari,Karnataka,2024-10-31,31.1,21.2,1.6,1.6
Ballari,Karnataka,2024-11-01,30.1,22.0,1.0,1.0
Ballari,Karnataka,2024-11-02,30.7,21.1,0.2,0.2
Ballari,Karnataka,2024-11-03,32.0,21.4,0.0,0.0
Ballari,Karnataka,2024-11-04,31.2,21.5,0.1,0.1
Ballari,Karnataka,2024-11-05,30.9,21.8,0.0,0.0
Ballari,Karnataka,2024-11-06,31.0,20.1,0.0,0.0
Ballari,Karnataka,2024-11-07,31.3,20.9,0.0,0.0
Ballari,Karnataka,2024-11-08,31.7,19.2,0.0,0.0
Ballari,Karnataka,2024-11-09,31.3,20.7,0.2,0.2
Ballari,Karnataka,2024-11-10,31.3,20.8,0.0,0.0
Ballari,Karnataka,2024-11-11,30.7,20.1,0.0,0.0
Ballari,Karnataka,2024-11-12,31.8,20.1,0.0,0.0
Ballari,Karnataka,2024-11-13,31.2,22.6,0.7,0.7
Ballari,Karnataka,2024-11-14,28.8,22.0,2.6,2.6
Ballari,Karnataka,2024-11-15,29.5,21.3,3.9,3.9
Ballari,Karnataka,2024-11-16,29.6,21.5,1.1,1.1
Ballari,Karnataka,2024-11-17,30.4,21.5,0.5,0.5
Ballari,Karnataka,2024-11-18,29.6,20.3,0.3,0.3
Ballari,Karnataka,2024-11-19,29.0,19.9,0.0,0.0
Ballari,Karnataka,2024-11-20,28.6,16.9,0.0,0.0
Ballari,Karnataka,2024-11-21,29.6,17.5,0.0,0.0
Ballari,Karnataka,2024-11-22,29.9,17.3,0.0,0.0
Ballari,Karnataka,2024-11-23,30.1,17.2,0.0,0.0
Ballari,Karnataka,2024-11-24,30.4,16.7,0.0,0.0
Ballari,Karnataka,2024-11-25,29.0,17.2,0.0,0.0
Ballari,Karnataka,2024-11-26,29.4,16.6,0.0,0.0
Ballari,Karnataka,2024-11-27,29.1,18.9,0.0,0.0
Ballari,Karnataka,2024-11-28,27.9,16.4,0.0,0.0
Ballari,Karnataka,2024-11-29,29.3,15.2,0.0,0.0
Ballari,Karnataka,2024-11-30,29.6,19.7,0.0,0.0
Ballari,Karnataka,2024-12-01,30.0,22.0,6.0,6.0
Ballari,Karnataka,2024-12-02,29.0,22.1,12.9,12.9
Ballari,Karnataka,2024-12-03,30.0,22.6,3.7,3.7
Ballari,Karnataka,2024-12-04,29.8,22.9,1.2,1.2
Ballari,Karnataka,2024-12-05,30.0,21.6,2.6,2.6
Ballari,Karnataka,2024-12-06,30.1,21.8,2.9,2.9
Ballari,Karnataka,2024-12-07,31.7,21.5,1.7,1.7
Ballari,Karnataka,2024-12-08,32.0,21.6,1.1,1.1
Ballari,Karnataka,2024-12-09,31.1,21.4,0.9,0.9
Ballari,Karnataka,2024-12-10,30.9,21.5,1.4,1.4
Ballari,Karnataka,2024-12-11,31.3,21.4,0.0,0.0
Ballari,Karnataka,2024-12-12,28.7,19.7,0.0,0.0
Ballari,Karnataka,2024-12-13,29.9,21.4,0.0,0.0
Ballari,Karnataka,2024-12-14,30.3,20.1,0.2,0.2
Ballari,Karnataka,2024-12-15,29.0,17.5,0.0,0.0
Ballari,Karnataka,2024-12-16,29.5,16.3,0.0,0.0
Ballari,Karnataka,2024-12-17,30.2,15.8,0.0,0.0
Ballari,Karnataka,2024-12-18,31.3,15.8,0.0,0.0
Ballari,Karnataka,2024-12-19,33.1,20.3,0.0,0.0
Ballari,Karnataka,2024-12-20,31.4,21.5,1.8,1.8
Ballari,Karnataka,2024-12-21,31.5,21.4,0.2,0.2
Ballari,Karnataka,2024-12-22,31.6,21.0,0.3,0.3
Ballari,Karnataka,2024-12-23,30.4,20.8,0.1,0.1
Ballari,Karnataka,2024-12-24,31.2,20.5,0.0,0.0
Ballari,Karnataka,2024-12-25,29.7,20.0,0.0,0.0
Ballari,Karnataka,2024-12-26,27.9,20.3,0.6,0.6
Ballari,Karnataka,2024-12-27,28.8,21.6,4.1,4.1
Ballari,Karnataka,2024-12-28,29.2,19.4,0.0,0.0
Ballari,Karnataka,2024-12-29,30.2,19.2,0.0,0.0
Ballari,Karnataka,2024-12-30,30.9,17.6,0.0,0.0
Ballari,Karnataka,2024-12-31,30.9,18.3,0.0,0.0
Belagavi,Karnataka,2023-01-01,30.4,17.6,0.0,0.0
Belagavi,Karnataka,2023-01-02,30.7,16.1,0.0,0.0
Belagavi,Karnataka,2023-01-03,31.0,18.4,0.0,0.0
Belagavi,Karnataka,2023-01-04,29.6,15.6,0.0,0.0
Belagavi,Karnataka,2023-01-05,29.5,18.0,0.0,0.0
Belagavi,Karnataka,2023-01-06,28.9,18.3,0.0,0.0
Belagavi,Karnataka,2023-01-07,28.1,18.5,0.0,0.0
Belagavi,Karnataka,2023-01-08,27.7,16.0,0.0,0.0
Belagavi,Karnataka,2023-01-09,27.5,13.5,0.0,0.0
Belagavi,Karnataka,2023-01-10,28.8,12.1,0.0,0.0
Belagavi,Karnataka,2023-01-11,29.0,12.7,0.0,0.0
Belagavi,Karnataka,2023-01-12,29.2,12.5,0.0,0.0
Belagavi,Karnataka,2023-01-13,29.3,12.7,0.0,0.0
Belagavi,Karnataka,2023-01-14,30.0,13.5,0.0,0.0
Belagavi,Karnataka,2023-01-15,30.0,13.4,0.0,0.0
Belagavi,Karnataka,2023-01-16,30.5,14.3,0.0,0.0
Belagavi,Karnataka,2023-01-17,30.4,14.2,0.0,0.0
Belagavi,Karnataka,2023-01-18,30.8,14.4,0.0,0.0
Belagavi,Karnataka,2023-01-19,30.3,15.4,0.0,0.0
Belagavi,Karnataka,2023-01-20,29.9,16.2,0.0,0.0
Belagavi,Karnataka,2023-01-21,29.1,14.7,0.0,0.0
Belagavi,Karnataka,2023-01-22,29.4,15.0,0.0,0.0
Belagavi,Karnataka,2023-01-23,29.9,15.1,0.0,0.0
Belagavi,Karnataka,2023-01-24,31.1,17.1,0.1,0.1
Belagavi,Karnataka,2023-01-25,31.1,18.0,0.2,0.2
Belagavi,Karnataka,2023-01-26,30.9,18.4,0.0,0.0
Belagavi,Karnataka,2023-01-27,31.3,17.3,0.0,0.0
Belagavi,Karnataka,2023-01-28,31.1,14.9,0.0,0.0
Belagavi,Karnataka,2023-01-29,31.0,13.9,0.0,0.0
Belagavi,Karnataka,2023-01-30,30.6,14.7,0.0,0.0
Belagavi,Karnataka,2023-01-31,31.1,18.7,0.1,0.1
Belagavi,Karnataka,2023-02-01,31.2,18.2,0.0,0.0
Belagavi,Karnataka,2023-02-02,30.6,17.3,0.0,0.0
Belagavi,Karnataka,2023-02-03,30.9,16.4,0.0,0.0
Belagavi,Karnataka,2023-02-04,31.5,16.3,0.0,0.0
Belagavi,Karnataka,2023-02-05,31.9,16.7,0.0,0.0
Belagavi,Karnataka,2023-02-06,32.0,16.6,0.0,0.0
Belagavi,Karnataka,2023-02-07,32.5,17.7,0.0,0.0
Belagavi,Karnataka,2023-02-08,33.1,17.9,0.0,0.0
Belagavi,Karnataka,2023-02-09,33.2,19.3,0.0,0.0
Belagavi,Karnataka,2023-02-10,34.3,16.9,0.0,0.0
Belagavi,Karnataka,2023-02-11,34.0,17.2,0.0,0.0
Belagavi,Karnataka,2023-02-12,34.2,17.4,0.0,0.0
Belagavi,Karnataka,2023-02-13,33.5,17.1,0.0,0.0
Belagavi,Karnataka,2023-02-14,33.1,16.4,0.0,0.0
Belagavi,Karnataka,2023-02-15,33.8,16.6,0.0,0.0
Belagavi,Karnataka,2023-02-16,34.9,16.6,0.0,0.0
Belagavi,Karnataka,2023-02-17,34.5,16.0,0.0,0.0
Belagavi,Karnataka,2023-02-18,33.9,17.2,0.0,0.0
Belagavi,Karnataka,2023-02-19,33.6,16.2,0.0,0.0
Belagavi,Karnataka,2023-02-20,33.2,18.3,0.0,0.0
Belagavi,Karnataka,2023-02-21,34.8,17.4,0.0,0.0
Belagavi,Karnataka,2023-02-22,35.2,17.3,0.0,0.0
Belagavi,Karnataka,2023-02-23,35.0,18.3,0.0,0.0
Belagavi,Karnataka,2023-02-24,34.8,17.2,0.0,0.0
Belagavi,Karnataka,2023-02-25,34.9,17.7,0.0,0.0
Belagavi,Karnataka,2023-02-26,35.1,17.2,0.0,0.0
Belagavi,Karnataka,2023-02-27,34.2,17.8,0.0,0.0
Belagavi,Karnataka,2023-02-28,34.4,17.8,0.0,0.0
Belagavi,Karnataka,2023-03-01,34.0,16.8,0.0,0.0
Belagavi,Karnataka,2023-03-02,35.0,20.2,0.0,0.0
Belagavi,Karnataka,2023-03-03,35.2,18.6,0.0,0.0
Belagavi,Karnataka,2023-03-04,35.4,19.4,0.0,0.0
Belagavi,Karnataka,2023-03-05,35.8,21.5,0.0,0.0
Belagavi,Karnataka,2023-03-06,35.4,20.7,0.0,0.0
Belagavi,Karnataka,2023-03-07,33.6,19.2,0.0,0.0
Belagavi,Karnataka,2023-03-08,34.4,20.5,0.0,0.0
Belagavi,Karnataka,2023-03-09,34.9,19.2,0.0,0.0
Belagavi,Karnataka,2023-03-10,34.7,18.7,0.0,0.0
Belagavi,Karnataka,2023-03-11,35.2,18.8,0.0,0.0
Belagavi,Karnataka,2023-03-12,35.8,20.5,0.0,0.0
Belagavi,Karnataka,2023-03-13,35.6,23.3,0.0,0.0
Belagavi,Karnataka,2023-03-14,34.4,19.4,0.0,0.0
Belagavi,Karnataka,2023-03-15,34.8,20.1,1.5,1.5
Belagavi,Karnataka,2023-03-16,33.0,20.6,0.4,0.4
Belagavi,Karnataka,2023-03-17,32.9,20.1,0.9,0.9
Belagavi,Karnataka,2023-03-18,33.2,19.4,0.0,0.0
Belagavi,Karnataka,2023-03-19,33.4,18.3,0.0,0.0
Belagavi,Karnataka,2023-03-20,30.9,17.3,0.0,0.0
Belagavi,Karnataka,2023-03-21,33.9,17.0,0.0,0.0
Belagavi,Karnataka,2023-03-22,33.4,18.4,0.0,0.0
Belagavi,Karnataka,2023-03-23,34.4,18.1,0.0,0.0
Belagavi,Karnataka,2023-03-24,35.1,19.2,0.0,0.0
Belagavi,Karnataka,2023-03-25,35.2,19.8,0.0,0.0
Belagavi,Karnataka,2023-03-26,35.7,18.8,0.0,0.0
Belagavi,Karnataka,2023-03-27,36.1,18.7,0.0,0.0
Belagavi,Karnataka,2023-03-28,36.0,17.1,0.0,0.0
Belagavi,Karnataka,2023-03-29,36.8,18.2,0.0,0.0
Belagavi,Karnataka,2023-03-30,36.6,18.3,0.0,0.0
Belagavi,Karnataka,2023-03-31,35.6,18.3,0.0,0.0
Belagavi,Karnataka,2023-04-01,35.4,18.7,0.0,0.0
Belagavi,Karnataka,2023-04-02,35.8,19.1,0.0,0.0
Belagavi,Karnataka,2023-04-03,35.9,18.5,0.0,0.0
Belagavi,Karnataka,2023-04-04,36.0,19.1,0.0,0.0
Belagavi,Karnataka,2023-04-05,38.2,20.9,0.0,0.0
Belagavi,Karnataka,2023-04-06,37.9,23.2,0.0,0.0
Belagavi,Karnataka,2023-04-07,35.2,22.7,11.4,11.4
Belagavi,Karnataka,2023-04-08,34.2,21.6,0.3,0.3
Belagavi,Karnataka,2023-04-09,35.6,21.8,0.0,0.0
Belagavi,Karnataka,2023-04-10,36.0,21.8,0.0,0.0
Belagavi,Karnataka,2023-04-11,37.4,22.1,0.0,0.0
Belagavi,Karnataka,2023-04-12,38.1,22.0,0.0,0.0
Belagavi,Karnataka,2023-04-13,37.9,21.8,0.0,0.0
Belagavi,Karnataka,2023-04-14,38.3,24.9,0.0,0.0
Belagavi,Karnataka,2023-04-15,36.6,21.1,0.0,0.0
Belagavi,Karnataka,2023-04-16,37.4,22.4,0.0,0.0
Belagavi,Karnataka,2023-04-17,37.2,22.9,0.0,0.0
Belagavi,Karnataka,2023-04-18,39.4,22.9,0.0,0.0
Belagavi,Karnataka,2023-04-19,39.7,22.0,0.0,0.0
Belagavi,Karnataka,2023-04-20,38.4,23.2,0.0,0.0
Belagavi,Karnataka,2023-04-21,36.6,23.1,0.0,0.0
Belagavi,Karnataka,2023-04-22,37.1,21.7,0.0,0.0
Belagavi,Karnataka,2023-04-23,36.3,20.3,0.0,0.0
Belagavi,Karnataka,2023-04-24,36.7,21.6,0.0,0.0
Belagavi,Karnataka,2023-04-25,37.5,20.8,0.0,0.0
Belagavi,Karnataka,2023-04-26,34.5,21.3,0.0,0.0
Belagavi,Karnataka,2023-04-27,35.6,22.9,0.1,0.1
Belagavi,Karnataka,2023-04-28,34.1,23.7,0.5,0.5
Belagavi,Karnataka,2023-04-29,34.2,22.5,0.1,0.1
Belagavi,Karnataka,2023-04-30,35.3,23.6,0.0,0.0
Belagavi,Karnataka,2023-05-01,35.3,21.7,0.0,0.0
Belagavi,Karnataka,2023-05-02,35.1,20.7,0.0,0.0
Belagavi,Karnataka,2023-05-03,34.2,22.3,0.0,0.0
Belagavi,Karnataka,2023-05-04,35.7,21.7,0.0,0.0
Belagavi,Karnataka,2023-05-05,35.8,22.9,0.0,0.0
Belagavi,Karnataka,2023-05-06,36.2,22.5,0.0,0.0
Belagavi,Karnataka,2023-05-07,36.1,23.9,0.0,0.0
Belagavi,Karnataka,2023-05-08,33.2,24.2,20.7,20.7
Belagavi,Karnataka,2023-05-09,32.0,22.9,3.7,3.7
Belagavi,Karnataka,2023-05-10,33.4,23.1,0.5,0.5
Belagavi,Karnataka,2023-05-11,35.2,24.2,0.2,0.2
Belagavi,Karnataka,2023-05-12,36.4,24.7,0.1,0.1
Belagavi,Karnataka,2023-05-13,36.0,23.5,0.0,0.0
Belagavi,Karnataka,2023-05-14,36.8,23.0,0.0,0.0
Belagavi,Karnataka,2023-05-15,35.8,21.7,0.0,0.0
Belagavi,Karnataka,2023-05-16,36.7,22.0,0.0,0.0
Belagavi,Karnataka,2023-05-17,36.9,22.8,0.0,0.0
Belagavi,Karnataka,2023-05-18,39.0,22.1,0.0,0.0
Belagavi,Karnataka,2023-05-19,38.4,23.3,0.0,0.0
Belagavi,Karnataka,2023-05-20,38.0,24.5,0.0,0.0
Belagavi,Karnataka,2023-05-21,38.3,23.8,0.0,0.0
Belagavi,Karnataka,2023-05-22,37.1,24.5,1.2,1.2
Belagavi,Karnataka,2023-05-23,38.6,25.0,0.1,0.1
Belagavi,Karnataka,2023-05-24,37.2,24.5,0.2,0.2
Belagavi,Karnataka,2023-05-25,36.3,23.7,0.2,0.2
Belagavi,Karnataka,2023-05-26,35.6,22.5,0.0,0.0
Belagavi,Karnataka,2023-05-27,36.9,23.4,0.0,0.0
Belagavi,Karnataka,2023-05-28,37.4,23.2,0.0,0.0
Belagavi,Karnataka,2023-05-29,37.4,24.1,0.0,0.0
Belagavi,Karnataka,2023-05-30,36.4,25.5,0.6,0.6
Belagavi,Karnataka,2023-05-31,37.5,24.0,0.2,0.2
Belagavi,Karnataka,2023-06-01,35.7,25.2,0.2,0.2
Belagavi,Karnataka,2023-06-02,36.5,24.4,0.2,0.2
Belagavi,Karnataka,2023-06-03,37.5,23.5,0.0,0.0
Belagavi,Karnataka,2023-06-04,35.7,24.2,1.6,1.6
Belagavi,Karnataka,2023-06-05,35.7,23.5,0.0,0.0
Belagavi,Karnataka,2023-06-06,35.6,24.0,0.0,0.0
Belagavi,Karnataka,2023-06-07,35.5,23.6,0.0,0.0
Belagavi,Karnataka,2023-06-08,35.1,23.5,0.4,0.4
Belagavi,Karnataka,2023-06-09,35.9,24.1,2.2,2.2
Belagavi,Karnataka,2023-06-10,32.7,24.0,8.3,8.3
Belagavi,Karnataka,2023-06-11,32.8,23.9,1.1,1.1
Belagavi,Karnataka,2023-06-12,34.1,23.3,0.0,0.0
Belagavi,Karnataka,2023-06-13,34.0,23.4,0.0,0.0
Belagavi,Karnataka,2023-06-14,34.0,24.1,0.1,0.1
Belagavi,Karnataka,2023-06-15,33.4,23.7,0.0,0.0
Belagavi,Karnataka,2023-06-16,33.3,22.7,0.1,0.1
Belagavi,Karnataka,2023-06-17,34.2,24.3,0.4,0.4
Belagavi,Karnataka,2023-06-18,33.8,22.9,2.1,2.1
Belagavi,Karnataka,2023-06-19,35.8,23.4,0.0,0.0
Belagavi,Karnataka,2023-06-20,35.1,23.4,0.0,0.0
Belagavi,Karnataka,2023-06-21,35.0,23.2,0.2,0.2
Belagavi,Karnataka,2023-06-22,33.6,23.7,1.9,1.9
Belagavi,Karnataka,2023-06-23,33.5,23.5,1.8,1.8
Belagavi,Karnataka,2023-06-24,31.5,23.9,4.7,4.7
Belagavi,Karnataka,2023-06-25,32.4,23.5,0.6,0.6
Belagavi,Karnataka,2023-06-26,31.8,23.1,0.0,0.0
Belagavi,Karnataka,2023-06-27,31.9,23.6,0.7,0.7
Belagavi,Karnataka,2023-06-28,29.6,23.3,5.0,5.0
Belagavi,Karnataka,2023-06-29,31.0,23.6,1.8,1.8
Belagavi,Karnataka,2023-06-30,30.5,23.0,0.3,0.3
Belagavi,Karnataka,2023-07-01,31.2,22.7,1.8,1.8
Belagavi,Karnataka,2023-07-02,31.3,23.1,2.1,2.1
Belagavi,Karnataka,2023-07-03,32.3,23.5,7.0,7.0
Belagavi,Karnataka,2023-07-04,30.6,23.2,8.8,8.8
Belagavi,Karnataka,2023-07-05,28.4,23.2,7.0,7.0
Belagavi,Karnataka,2023-07-06,27.2,23.0,3.8,3.8
Belagavi,Karnataka,2023-07-07,27.0,22.2,11.7,11.7
Belagavi,Karnataka,2023-07-08,27.0,22.7,7.2,7.2
Belagavi,Karnataka,2023-07-09,29.6,22.3,5.9,5.9
Belagavi,Karnataka,2023-07-10,29.3,23.0,0.3,0.3
Belagavi,Karnataka,2023-07-11,29.7,22.7,0.4,0.4
Belagavi,Karnataka,2023-07-12,29.6,22.8,1.3,1.3
Belagavi,Karnataka,2023-07-13,30.4,22.0,2.7,2.7
Belagavi,Karnataka,2023-07-14,28.4,22.2,2.9,2.9
Belagavi,Karnataka,2023-07-15,29.1,22.3,7.6,7.6
Belagavi,Karnataka,2023-07-16,30.2,22.7,3.0,3.0
Belagavi,Karnataka,2023-07-17,28.7,22.8,4.0,4.0
Belagavi,Karnataka,2023-07-18,24.5,22.2,18.1,18.1
Belagavi,Karnataka,2023-07-19,26.7,21.5,24.1,24.1
Belagavi,Karnataka,2023-07-20,25.8,22.5,9.5,9.5
Belagavi,Karnataka,2023-07-21,26.5,22.1,9.3,9.3
Belagavi,Karnataka,2023-07-22,24.3,22.3,14.9,14.9
Belagavi,Karnataka,2023-07-23,27.2,22.7,5.6,5.6
Belagavi,Karnataka,2023-07-24,27.8,22.3,4.1,4.1
Belagavi,Karnataka,2023-07-25,24.0,22.3,14.2,14.2
Belagavi,Karnataka,2023-07-26,26.0,22.1,19.9,19.9
Belagavi,Karnataka,2023-07-27,23.9,22.0,21.3,21.3
Belagavi,Karnataka,2023-07-28,27.4,21.7,3.3,3.3
Belagavi,Karnataka,2023-07-29,28.9,22.4,1.2,1.2
Belagavi,Karnataka,2023-07-30,28.9,22.2,1.5,1.5
Belagavi,Karnataka,2023-07-31,28.5,22.8,3.5,3.5
Belagavi,Karnataka,2023-08-01,28.8,22.8,1.7,1.7
Belagavi,Karnataka,2023-08-02,28.0,22.7,0.9,0.9
Belagavi,Karnataka,2023-08-03,28.4,23.0,1.1,1.1
Belagavi,Karnataka,2023-08-04,29.0,22.4,2.6,2.6
Belagavi,Karnataka,2023-08-05,29.2,22.6,2.8,2.8
Belagavi,Karnataka,2023-08-06,29.8,22.3,1.0,1.0
Belagavi,Karnataka,2023-08-07,29.2,22.3,0.8,0.8
Belagavi,Karnataka,2023-08-08,28.7,22.2,1.5,1.5
Belagavi,Karnataka,2023-08-09,30.6,21.3,0.3,0.3
Belagavi,Karnataka,2023-08-10,30.3,22.0,2.4,2.4
Belagavi,Karnataka,2023-08-11,30.7,21.4,0.8,0.8
Belagavi,Karnataka,2023-08-12,30.1,21.0,0.3,0.3
Belagavi,Karnataka,2023-08-13,30.2,21.9,0.7,0.7
Belagavi,Karnataka,2023-08-14,30.4,21.1,0.6,0.6
Belagavi,Karnataka,2023-08-15,30.5,22.0,0.9,0.9
Belagavi,Karnataka,2023-08-16,30.2,20.8,2.1,2.1
Belagavi,Karnataka,2023-08-17,30.0,21.1,1.4,1.4
Belagavi,Karnataka,2023-08-18,30.4,21.8,1.2,1.2
Belagavi,Karnataka,2023-08-19,27.4,22.9,0.8,0.8
Belagavi,Karnataka,2023-08-20,30.8,22.3,0.7,0.7
Belagavi,Karnataka,2023-08-21,30.8,21.7,1.8,1.8
Belagavi,Karnataka,2023-08-22,32.3,20.7,0.2,0.2
Belagavi,Karnataka,2023-08-23,31.1,20.8,0.1,0.1
Belagavi,Karnataka,2023-08-24,30.6,20.4,2.0,2.0
Belagavi,Karnataka,2023-08-25,30.6,22.5,19.3,19.3
Belagavi,Karnataka,2023-08-26,30.7,22.1,0.5,0.5
Belagavi,Karnataka,2023-08-27,31.4,21.0,0.9,0.9
Belagavi,Karnataka,2023-08-28,31.1,21.5,1.5,1.5
Belagavi,Karnataka,2023-08-29,30.8,21.7,3.1,3.1
Belagavi,Karnataka,2023-08-30,31.6,21.3,0.5,0.5
Belagavi,Karnataka,2023-08-31,32.0,21.5,2.8,2.8
Belagavi,Karnataka,2023-09-01,33.3,22.3,3.6,3.6
Belagavi,Karnataka,2023-09-02,31.5,22.4,0.3,0.3
Belagavi,Karnataka,2023-09-03,32.1,21.5,5.8,5.8
Belagavi,Karnataka,2023-09-04,26.5,22.0,9.0,9.0
Belagavi,Karnataka,2023-09-05,29.7,21.9,2.2,2.2
Belagavi,Karnataka,2023-09-06,30.9,21.5,0.0,0.0
Belagavi,Karnataka,2023-09-07,31.0,21.6,0.6,0.6
Belagavi,Karnataka,2023-09-08,26.2,22.6,12.9,12.9
Belagavi,Karnataka,2023-09-09,30.6,22.8,2.4,2.4
Belagavi,Karnataka,2023-09-10,30.6,22.5,0.5,0.5
Belagavi,Karnataka,2023-09-11,30.5,22.4,2.0,2.0
Belagavi,Karnataka,2023-09-12,30.6,21.6,0.9,0.9
Belagavi,Karnataka,2023-09-13,31.3,22.2,1.0,1.0
Belagavi,Karnataka,2023-09-14,30.1,21.8,2.0,2.0
Belagavi,Karnataka,2023-09-15,31.1,21.6,1.3,1.3
Belagavi,Karnataka,2023-09-16,30.8,22.2,3.0,3.0
Belagavi,Karnataka,2023-09-17,30.9,22.8,1.1,1.1
Belagavi,Karnataka,2023-09-18,31.4,22.3,1.0,1.0
Belagavi,Karnataka,2023-09-19,31.5,22.0,1.4,1.4
Belagavi,Karnataka,2023-09-20,31.7,22.3,1.3,1.3
Belagavi,Karnataka,2023-09-21,31.8,23.3,8.6,8.6
Belagavi,Karnataka,2023-09-22,31.3,22.5,4.5,4.5
Belagavi,Karnataka,2023-09-23,30.5,22.1,1.8,1.8
Belagavi,Karnataka,2023-09-24,29.4,22.0,1.0,1.0
Belagavi,Karnataka,2023-09-25,31.2,22.0,10.6,10.6
Belagavi,Karnataka,2023-09-26,30.1,21.6,15.1,15.1
Belagavi,Karnataka,2023-09-27,30.5,22.1,10.0,10.0
Belagavi,Karnataka,2023-09-28,30.3,21.2,2.5,2.5
Belagavi,Karnataka,2023-09-29,28.6,21.5,9.9,9.9
Belagavi,Karnataka,2023-09-30,29.5,22.8,2.4,2.4
Belagavi,Karnataka,2023-10-01,28.3,22.1,36.5,36.5
Belagavi,Karnataka,2023-10-02,30.0,21.9,22.7,22.7
Belagavi,Karnataka,2023-10-03,29.3,20.5,0.1,0.1
Belagavi,Karnataka,2023-10-04,30.2,21.8,1.1,1.1
Belagavi,Karnataka,2023-10-05,30.6,21.4,0.0,0.0
Belagavi,Karnataka,2023-10-06,31.1,20.6,0.0,0.0
Belagavi,Karnataka,2023-10-07,31.8,20.1,0.0,0.0
Belagavi,Karnataka,2023-10-08,32.1,19.1,0.0,0.0
Belagavi,Karnataka,2023-10-09,32.6,19.8,0.0,0.0
Belagavi,Karnataka,2023-10-10,32.5,21.0,0.0,0.0
Belagavi,Karnataka,2023-10-11,32.5,21.0,0.0,0.0
Belagavi,Karnataka,2023-10-12,32.9,22.1,0.1,0.1
Belagavi,Karnataka,2023-10-13,34.0,22.3,0.0,0.0
Belagavi,Karnataka,2023-10-14,33.5,20.1,0.1,0.1
Belagavi,Karnataka,2023-10-15,32.8,22.9,1.3,1.3
Belagavi,Karnataka,2023-10-16,32.8,22.0,0.5,0.5
Belagavi,Karnataka,2023-10-17,33.2,22.6,0.0,0.0
Belagavi,Karnataka,2023-10-18,34.0,22.3,0.0,0.0
Belagavi,Karnataka,2023-10-19,34.4,20.8,0.0,0.0
Belagavi,Karnataka,2023-10-20,34.7,22.0,0.0,0.0
Belagavi,Karnataka,2023-10-21,34.7,21.4,0.0,0.0
Belagavi,Karnataka,2023-10-22,33.6,21.9,0.0,0.0
Belagavi,Karnataka,2023-10-23,34.1,21.6,0.0,0.0
Belagavi,Karnataka,2023-10-24,33.1,21.0,0.0,0.0
Belagavi,Karnataka,2023-10-25,33.1,21.5,0.0,0.0
Belagavi,Karnataka,2023-10-26,32.4,20.5,0.0,0.0
Belagavi,Karnataka,2023-10-27,32.2,18.9,0.0,0.0
Belagavi,Karnataka,2023-10-28,32.8,18.3,0.0,0.0
Belagavi,Karnataka,2023-10-29,33.1,22.4,0.3,0.3
Belagavi,Karnataka,2023-10-30,32.6,22.3,0.4,0.4
Belagavi,Karnataka,2023-10-31,32.8,20.8,0.4,0.4
Belagavi,Karnataka,2023-11-01,32.6,21.6,0.1,0.1
Belagavi,Karnataka,2023-11-02,32.8,22.2,0.0,0.0
Belagavi,Karnataka,2023-11-03,33.1,22.8,0.6,0.6
Belagavi,Karnataka,2023-11-04,32.3,22.0,0.0,0.0
Belagavi,Karnataka,2023-11-05,32.9,22.2,1.3,1.3
Belagavi,Karnataka,2023-11-06,32.7,22.8,0.0,0.0
Belagavi,Karnataka,2023-11-07,31.7,22.0,3.3,3.3
Belagavi,Karnataka,2023-11-08,29.5,21.5,10.4,10.4
Belagavi,Karnataka,2023-11-09,30.0,20.7,12.6,12.6
Belagavi,Karnataka,2023-11-10,29.8,20.9,1.7,1.7
Belagavi,Karnataka,2023-11-11,30.6,21.1,0.0,0.0
Belagavi,Karnataka,2023-11-12,31.1,19.5,0.0,0.0
Belagavi,Karnataka,2023-11-13,30.8,19.7,0.0,0.0
Belagavi,Karnataka,2023-11-14,30.5,19.2,0.0,0.0
