facility_id,facility_name,facility_type,district,state,lat,lon,osm_id,source
FAC0304,Heggadahalli Government Hospital,General Hospital,Chamarajanagara,Karnataka,11.880163,76.6854297,7202979531,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0305,Talavady PHC,PHC,Chamarajanagara,Karnataka,11.7750646,77.0041928,7262949116,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0306,Painapuram PHC,PHC,Chamarajanagara,Karnataka,11.6992803,76.8908912,7265222569,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0307,Government Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9503234,77.6162619,663604723,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0308,Government Maternity Hospital,General Hospital,Chikkaballapura,Karnataka,12.9988604,77.5817424,1101622501,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0309,Nelamangala General Hospital,General Hospital,Chikkaballapura,Karnataka,13.0987847,77.3912296,1471781389,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0310,Government Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.003447,77.504284,1794166166,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0311,Government Primary Health Center,PHC,Chikkaballapura,Karnataka,13.2299873,77.2418476,2279036340,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0312,"Government Health Center, Thyamagondulu",General Hospital,Chikkaballapura,Karnataka,13.2160246,77.3009625,2432511314,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0313,CGHS Dispensary No.1,PHC,Chikkaballapura,Karnataka,12.9805291,77.6032027,4446306461,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0314,Government Hospital,PHC,Chikkaballapura,Karnataka,12.907453,77.5785311,4456310690,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0315,Agarahara Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.0957329,77.6273067,4544234694,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0316,Government Maternity Home,General Hospital,Chikkaballapura,Karnataka,12.9983402,77.6200927,4577045761,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0317,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.966103,77.5549647,5259407821,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0318,Kengeri Upanagara Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9156896,77.4808065,6809801083,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0319,National Institute of Mental Health and Neuro Sciences,General Hospital,Chikkaballapura,Karnataka,12.9386321,77.5944105,6938777910,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0320,CGHS Dispensary No.9,PHC,Chikkaballapura,Karnataka,13.0228314,77.5863478,6938864296,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0321,CGHS Dispensary No.6,PHC,Chikkaballapura,Karnataka,12.9417462,77.580349,6938864297,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0322,CGHS Dispensary No.5,PHC,Chikkaballapura,Karnataka,12.973992,77.5410224,6938864298,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0323,CGHS Dispensary No.4,PHC,Chikkaballapura,Karnataka,12.976032,77.6254061,6938864303,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0324,J.P.Nursing Home,General Hospital,Chikkaballapura,Karnataka,13.0098352,77.5384723,6944543261,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0325,"Taluk Hospital, Magadi",Taluk Hospital,Chikkaballapura,Karnataka,12.9576726,77.2261727,6947073234,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0326,Doddaballapur Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.2922861,77.5440493,6948612047,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0327,Vishweshwarapura PHC,PHC,Chikkaballapura,Karnataka,12.9531492,77.5771021,7202723925,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0328,"Government Hospital, Gankal",General Hospital,Chikkaballapura,Karnataka,12.8502574,77.351978,7202723961,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0329,Uttarahalli Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9065346,77.5436318,7202723976,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0330,Government Hospital SULIKERE,General Hospital,Chikkaballapura,Karnataka,12.938541,77.4485,7202723984,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0331,Kengeri Community Health Centre,CHC,Chikkaballapura,Karnataka,12.9097728,77.4821494,7202724010,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0332,Viragaudanadoddi Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9002628,77.2780094,7202724044,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0333,Yalechenahalli Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9005095,77.5704067,7202724050,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0334,Kadugondanhalli CHC,CHC,Chikkaballapura,Karnataka,13.0207209,77.6187971,7202935746,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0335,Thippenalli Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.031132,77.483923,7202935749,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0336,Kuvempunagara PHC,PHC,Chikkaballapura,Karnataka,13.0613988,77.5513738,7202935755,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0337,"Govt hospital,Rajanukunte",General Hospital,Chikkaballapura,Karnataka,13.175209,77.564562,7202935764,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0338,Kuduru PHC,PHC,Chikkaballapura,Karnataka,13.1056476,77.1653618,7202935767,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0339,Hesaraghatta Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.1374708,77.491628,7202935773,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0340,PHC Bettahalasuru,PHC,Chikkaballapura,Karnataka,13.159233,77.611078,7202935785,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0341,"PHC, Chikkabanavara",PHC,Chikkaballapura,Karnataka,13.088688,77.495298,7202935794,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0342,"PHC, Hasurvalli",PHC,Chikkaballapura,Karnataka,13.19209,77.3640395,7202935800,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0343,Laggere Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.009817,77.5231852,7202935803,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0344,Karuna Trust PHC,PHC,Chikkaballapura,Karnataka,13.2085184,77.380834,7202935805,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0345,Government Hospital Tadasigatta,General Hospital,Chikkaballapura,Karnataka,13.2258309,77.3478756,7202935811,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0346,Jalahalli PHC,PHC,Chikkaballapura,Karnataka,13.0476459,77.5494918,7202935816,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0347,K Narayanapura Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.0631921,77.6423476,7202935818,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0348,Karuna Trust Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.158289,77.132298,7202935819,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0349,Ullalu Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9629127,77.4751834,7202935821,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0350,Thippasandra Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.0653328,77.1268437,7202935826,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0351,K.C. General Hospital,General Hospital,Chikkaballapura,Karnataka,12.993382,77.5694167,7202935829,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0352,Herohalli Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.987823,77.493408,7202935832,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0353,Urban Primary Health Centre Atturu,PHC,Chikkaballapura,Karnataka,13.102752,77.566548,7202935833,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0354,Sondekoppa Phc,PHC,Chikkaballapura,Karnataka,13.0226445,77.3845083,7202935843,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0355,NELAMAHESHWARI Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.049152,77.510442,7202935849,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0356,Maragondanahalli PHC,PHC,Chikkaballapura,Karnataka,13.156274,77.262349,7202935852,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0357,Mallathahalli Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9631252,77.5044235,7202935856,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0358,Kodigehalli Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.059614,77.576746,7202935857,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0359,M S Palya Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.08035,77.553445,7202935858,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0360,Shivagange PHC,PHC,Chikkaballapura,Karnataka,13.178882,77.231093,7202935861,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0361,"PHC, Aradeshanahalli",PHC,Chikkaballapura,Karnataka,13.220204,77.561736,7202935874,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0362,"PHC, Dodda Tumkur",PHC,Chikkaballapura,Karnataka,13.226201,77.527476,7202935884,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0363,Soluru Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.0693431,77.2417858,7202935895,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0364,Chikkajala Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.1734414,77.6343099,7202935901,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0365,Kanasavadi PHC,PHC,Chikkaballapura,Karnataka,13.204508,77.435678,7202935904,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0366,Sonnenahalli Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.1939965,77.5017962,7202935905,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0367,Maralenahalli PHC,PHC,Chikkaballapura,Karnataka,13.3282724,77.473145,7202986968,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0368,Hulikunte PHC,PHC,Chikkaballapura,Karnataka,13.2718264,77.3523685,7202986987,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0369,Yelachigere Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.3332706,77.3184994,7202986999,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0370,Manne PHC,PHC,Chikkaballapura,Karnataka,13.2524136,77.2967995,7202987043,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0371,PHC Doddahejjaji,PHC,Chikkaballapura,Karnataka,13.2711993,77.4161573,7202987130,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0372,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9780731,77.5251934,7572526703,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0373,"PHC, Kalarani",PHC,Chikkaballapura,Karnataka,12.978877,77.5373969,7572526721,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0374,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9639829,77.5188899,7572526783,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0375,Corporation Hospital,General Hospital,Chikkaballapura,Karnataka,12.961345,77.560893,7576958043,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0376,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9609494,77.5613939,7576958052,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0377,"Government Hospital, Banglore",General Hospital,Chikkaballapura,Karnataka,12.9587464,77.5573456,7576958061,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0378,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.949104,77.563226,7576958066,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0379,ESI Hospital,General Hospital,Chikkaballapura,Karnataka,12.972126,77.573351,7576958095,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0380,Urban Primary Health Centre,PHC,Chikkaballapura,Karnataka,12.9359025,77.5767364,7576958100,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0381,Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.1870435,77.5501808,7579683211,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0382,Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.2523862,77.2968345,8188038311,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0383,Community Health Centre,CHC,Chikkaballapura,Karnataka,13.2158806,77.3005209,8188038348,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0384,Primary Health Centre,PHC,Chikkaballapura,Karnataka,13.178885,77.231133,8188038364,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0385,Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.0903942,77.4966765,8188038448,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0386,Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.0803204,77.5535057,8188038457,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0387,Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.070554,77.5388968,8188038473,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0388,Esi Dispensary,General Hospital,Chikkaballapura,Karnataka,13.0439933,77.5065494,8188038553,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0389,Esi Hospital Peenya 1st Stage,General Hospital,Chikkaballapura,Karnataka,13.0280728,77.5231858,8188038584,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0390,ESI Hospital,General Hospital,Chikkaballapura,Karnataka,13.004596,77.5540033,8188038681,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0391,K.C.General Hospital,General Hospital,Chikkaballapura,Karnataka,12.9960244,77.5693714,8188038718,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0392,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9905045,77.5566355,8188038742,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0393,Esi Hospital Bangalore,General Hospital,Chikkaballapura,Karnataka,12.9904985,77.5530924,8188038743,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0394,Government Hospital,General Hospital,Chikkaballapura,Karnataka,12.9844963,77.5551801,8188038786,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0395,My Dentist,General Hospital,Chikkaballapura,Karnataka,12.9429852,77.5460604,9934012104,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0396,NIMHANS Department Of Psychiatric and Neuro Rehabilitation,General Hospital,Chikkaballapura,Karnataka,12.9400516,77.5954768,11295071515,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0397,Nimhans Mr-pet Center,General Hospital,Chikkaballapura,Karnataka,12.9396498,77.5967825,11295217457,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0398,NIMHANS Physiotherapy Center,General Hospital,Chikkaballapura,Karnataka,12.9402037,77.5954721,11295246682,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0399,Namma Clinic,PHC,Chikkaballapura,Karnataka,13.097981,77.5696584,12412564743,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0400,Sondekoppa Government Hospital,General Hospital,Chikkaballapura,Karnataka,13.0230115,77.3845954,12617711001,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0401,Primary Health Centre Hospete,PHC,Chikmagalur,Karnataka,13.481438,75.806392,6575254186,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0402,"Government Hospital, Belur",General Hospital,Chikmagalur,Karnataka,13.1644909,75.8650317,7202935761,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0403,"PHC, Hagare",PHC,Chikmagalur,Karnataka,13.1310236,75.9953709,7202935808,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0404,"PHC, Bylahalli",PHC,Chikmagalur,Karnataka,13.0488901,75.983683,7202935814,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0405,PHC Belagodu,PHC,Chikmagalur,Karnataka,12.9788127,75.8775136,7202935828,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0406,"Government Hospital, Halebeedu",General Hospital,Chikmagalur,Karnataka,13.2137,75.992653,7202935878,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0407,PHC Bikkodu,PHC,Chikmagalur,Karnataka,13.0808592,75.8658308,7202935893,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0408,Hulikere Primary Health Centre,PHC,Chikmagalur,Karnataka,13.3893933,75.9554079,7202986985,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0409,Nidagatta Phc,PHC,Chikmagalur,Karnataka,13.4023207,76.0450168,7202986989,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0410,Kolagunda PHC,PHC,Chikmagalur,Karnataka,13.344024,76.115753,7202987011,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0411,Government Hospital Attigundi,General Hospital,Chikmagalur,Karnataka,13.4302868,75.7416124,7202987035,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0412,"Government Hospital, S.Bidre",General Hospital,Chikmagalur,Karnataka,13.3367158,76.0147273,7202987037,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0413,"Government Hospital, Balehonnur",General Hospital,Chikmagalur,Karnataka,13.3478824,75.4616697,7202987040,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0414,Javagal Government Hospital,General Hospital,Chikmagalur,Karnataka,13.3009248,76.0551059,7202987056,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0415,Government Hospital Sakarayapatna,General Hospital,Chikmagalur,Karnataka,13.4343154,75.9192477,7202987070,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0416,Thangali Primary Health Centre,PHC,Chikmagalur,Karnataka,13.5321265,76.0405862,7202987071,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0417,"PHC, Birur",PHC,Chikmagalur,Karnataka,13.598404,75.97264,7202987076,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0418,"Government Hospital, Devanuru",General Hospital,Chikmagalur,Karnataka,13.4270524,76.0909884,7202987109,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0419,"PHC, Avathi",PHC,Chikmagalur,Karnataka,13.341175,75.632305,7202987112,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0420,Hogarehally Primary Health Centre,PHC,Chikmagalur,Karnataka,13.575472,75.889961,7202987113,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0421,"Government Hospital, Balehole",General Hospital,Chikmagalur,Karnataka,13.2678348,75.4179266,7202987124,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0422,Primary Health Center,PHC,Chikmagalur,Karnataka,13.1310262,75.9953811,8188038415,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0423,"Government Taluk General Hospital, Challakere",General Hospital,Chitradurga,Karnataka,14.3164057,76.6504137,2688039709,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0424,Primary Health Centre Aimangala,PHC,Chitradurga,Karnataka,14.0924212,76.5349681,7202876163,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0425,"PHC, Maskal",PHC,Chitradurga,Karnataka,14.1225921,76.6529307,7202876168,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0426,"Government hospital, Maradihalli",General Hospital,Chitradurga,Karnataka,14.129819,76.527683,7202876173,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0427,"PHC, Sanikere",PHC,Chitradurga,Karnataka,14.1911834,76.6666287,7202876181,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0428,"Government Hospital, Doddachellur",General Hospital,Chitradurga,Karnataka,14.188113,76.8773234,7202876185,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0429,"PHC, Abbinahole",PHC,Chitradurga,Karnataka,14.0389271,76.7516502,7202876191,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0430,"Government Hospital, Gopanahally",General Hospital,Chitradurga,Karnataka,14.2353433,76.6919473,7202876193,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0431,"PHC, Horakedevarapura",PHC,Chitradurga,Karnataka,14.0315054,76.3277804,7202876194,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0432,"Government Hospital, Yaraballi",General Hospital,Chitradurga,Karnataka,14.1059811,76.6519502,7202876206,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0433,"PHC, Godabanahal",PHC,Chitradurga,Karnataka,14.1328924,76.3428105,7202876249,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0434,"PHC, Guilal",PHC,Chitradurga,Karnataka,14.0489622,76.5633899,7202876264,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0435,"PHC, Pandarahalli",PHC,Chitradurga,Karnataka,14.1663201,76.3299067,7202876286,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0436,"PHC, Kyasapura",PHC,Chitradurga,Karnataka,14.2468439,76.3091375,7202876296,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0437,Government Hospital Mustur,General Hospital,Chitradurga,Karnataka,14.4710465,76.434878,7205339598,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0438,Sirigere CHC,CHC,Chitradurga,Karnataka,14.2832349,76.2030944,7205339602,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0439,Meerasabihalli PHC,PHC,Chitradurga,Karnataka,14.3180107,76.7367901,7205339608,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0440,"PHC, Chikkagondanahally",PHC,Chitradurga,Karnataka,14.380085,76.366808,7205339615,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0441,Hudem PHC,PHC,Chitradurga,Karnataka,14.6275858,76.5740749,7205339627,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0442,Ramajogihalli Government Hospital,General Hospital,Chitradurga,Karnataka,14.2871785,76.5460085,7205339638,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0443,"Government Hospital, Bedareddihalli",General Hospital,Chitradurga,Karnataka,14.4872587,76.7191126,7205339643,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0444,Jajur PHC,PHC,Chitradurga,Karnataka,14.3783927,76.851728,7205339653,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0445,"PHC, Doddaullarthi",PHC,Chitradurga,Karnataka,14.399972,76.739278,7205339658,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0446,Kondlahalli PHC,PHC,Chitradurga,Karnataka,14.599705,76.710516,7205339659,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0447,Talaku PHC,PHC,Chitradurga,Karnataka,14.4474071,76.6728386,7205339669,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0448,Government Hospital Yalagodu,General Hospital,Chitradurga,Karnataka,14.3798288,76.3055822,7205339692,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0449,Government Hospital Turuvanuru,General Hospital,Chitradurga,Karnataka,14.400557,76.435994,7205339697,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0450,"PHC, Kasavarahatti",PHC,Chitradurga,Karnataka,14.273697,76.487557,7205339705,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0451,Nayakanahatti CHC,CHC,Chitradurga,Karnataka,14.4716813,76.542062,7205339714,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0452,Jaglur Government Hospital,General Hospital,Chitradurga,Karnataka,14.5200319,76.3406977,7205339726,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0453,CHC Bharamasagara,CHC,Chitradurga,Karnataka,14.37229,76.19206,7205339728,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0454,Government Hospital Bommagondanakere,General Hospital,Chitradurga,Karnataka,14.5870923,76.6679492,7205339733,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0455,Parashurampura CHC,CHC,Chitradurga,Karnataka,14.254155,76.8838013,7205339738,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0456,PHC Belagatta,PHC,Chitradurga,Karnataka,14.3055448,76.4525834,7205339761,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0457,"Government Hospital, Bidara Kere",General Hospital,Chitradurga,Karnataka,14.4321293,76.2929651,7205339783,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0458,Hosahalli Government Hospital,General Hospital,Chitradurga,Karnataka,14.6502215,76.4611329,7205339784,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0459,Urban Primary Health Centre,PHC,Chitradurga,Karnataka,14.2135188,76.4083151,7566828346,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0460,Government Hospital,General Hospital,Chitradurga,Karnataka,14.30558,76.4525834,8188037725,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
FAC0461,Government Hospital,General Hospital,Chitradurga,Karnataka,14.2899417,76.2893069,8188037729,"OpenStreetMap Overpass API, government-facility-filtered (real, live-fetched)"
