facility_id_from,facility_id_to,district,state,travel_time_min
FAC0040,FAC0048,Ernakulam,Kerala,27.06
FAC0040,FAC0049,Ernakulam,Kerala,32.93
FAC0040,FAC0050,Ernakulam,Kerala,27.28
FAC0040,FAC0051,Ernakulam,Kerala,29.9
FAC0040,FAC0052,Ernakulam,Kerala,32.68
FAC0040,FAC0053,Ernakulam,Kerala,39.72
FAC0040,FAC0054,Ernakulam,Kerala,11.76
FAC0040,FAC0055,Ernakulam,Kerala,29.19
FAC0040,FAC0056,Ernakulam,Kerala,31.11
FAC0040,FAC0057,Ernakulam,Kerala,20.45
FAC0040,FAC0058,Ernakulam,Kerala,14.95
FAC0040,FAC0059,Ernakulam,Kerala,22.94
FAC0040,FAC0060,Ernakulam,Kerala,22.11
FAC0041,FAC0031,Ernakulam,Kerala,20.9
FAC0041,FAC0032,Ernakulam,Kerala,20.73
FAC0041,FAC0033,Ernakulam,Kerala,0.2
FAC0041,FAC0034,Ernakulam,Kerala,16.34
FAC0041,FAC0035,Ernakulam,Kerala,18.79
FAC0041,FAC0036,Ernakulam,Kerala,10.65
FAC0041,FAC0037,Ernakulam,Kerala,5.62
FAC0041,FAC0038,Ernakulam,Kerala,9.07
FAC0041,FAC0039,Ernakulam,Kerala,9.09
FAC0041,FAC0040,Ernakulam,Kerala,10.94
FAC0041,FAC0042,Ernakulam,Kerala,12.43
FAC0041,FAC0043,Ernakulam,Kerala,11.19
FAC0041,FAC0044,Ernakulam,Kerala,26.9
FAC0041,FAC0045,Ernakulam,Kerala,19.26
FAC0041,FAC0046,Ernakulam,Kerala,30.07
FAC0041,FAC0047,Ernakulam,Kerala,15.02
FAC0041,FAC0048,Ernakulam,Kerala,28.01
FAC0041,FAC0049,Ernakulam,Kerala,27.07
FAC0041,FAC0050,Ernakulam,Kerala,30.65
FAC0041,FAC0051,Ernakulam,Kerala,36.94
FAC0041,FAC0052,Ernakulam,Kerala,36.05
FAC0041,FAC0053,Ernakulam,Kerala,38.05
FAC0041,FAC0054,Ernakulam,Kerala,17.12
FAC0041,FAC0055,Ernakulam,Kerala,35.96
FAC0041,FAC0056,Ernakulam,Kerala,34.48
FAC0041,FAC0057,Ernakulam,Kerala,23.82
FAC0041,FAC0058,Ernakulam,Kerala,21.99
FAC0041,FAC0059,Ernakulam,Kerala,26.31
FAC0041,FAC0060,Ernakulam,Kerala,25.48
FAC0042,FAC0031,Ernakulam,Kerala,27.71
FAC0042,FAC0032,Ernakulam,Kerala,27.54
FAC0042,FAC0033,Ernakulam,Kerala,11.73
FAC0042,FAC0034,Ernakulam,Kerala,8.23
FAC0042,FAC0035,Ernakulam,Kerala,14.05
FAC0042,FAC0036,Ernakulam,Kerala,3.25
FAC0042,FAC0037,Ernakulam,Kerala,12.44
FAC0042,FAC0038,Ernakulam,Kerala,14.08
FAC0042,FAC0039,Ernakulam,Kerala,15.91
FAC0042,FAC0040,Ernakulam,Kerala,14.69
FAC0042,FAC0041,Ernakulam,Kerala,11.93
FAC0042,FAC0043,Ernakulam,Kerala,2.77
FAC0042,FAC0044,Ernakulam,Kerala,22.61
FAC0042,FAC0045,Ernakulam,Kerala,14.39
FAC0042,FAC0046,Ernakulam,Kerala,20.91
FAC0042,FAC0047,Ernakulam,Kerala,20.69
FAC0042,FAC0048,Ernakulam,Kerala,19.39
FAC0042,FAC0049,Ernakulam,Kerala,22.77
FAC0042,FAC0050,Ernakulam,Kerala,21.5
FAC0042,FAC0051,Ernakulam,Kerala,28.17
FAC0042,FAC0052,Ernakulam,Kerala,26.89
FAC0042,FAC0053,Ernakulam,Kerala,33.93
FAC0042,FAC0054,Ernakulam,Kerala,23.94
FAC0042,FAC0055,Ernakulam,Kerala,31.53
FAC0042,FAC0056,Ernakulam,Kerala,25.32
FAC0042,FAC0057,Ernakulam,Kerala,14.66
FAC0042,FAC0058,Ernakulam,Kerala,13.4
FAC0042,FAC0059,Ernakulam,Kerala,17.15
FAC0042,FAC0060,Ernakulam,Kerala,16.33
FAC0043,FAC0031,Ernakulam,Kerala,26.53
FAC0043,FAC0032,Ernakulam,Kerala,26.36
FAC0043,FAC0033,Ernakulam,Kerala,10.55
FAC0043,FAC0034,Ernakulam,Kerala,7.0
FAC0043,FAC0035,Ernakulam,Kerala,12.87
FAC0043,FAC0036,Ernakulam,Kerala,2.18
FAC0043,FAC0037,Ernakulam,Kerala,11.26
FAC0043,FAC0038,Ernakulam,Kerala,12.9
FAC0043,FAC0039,Ernakulam,Kerala,14.73
FAC0043,FAC0040,Ernakulam,Kerala,13.51
FAC0043,FAC0041,Ernakulam,Kerala,10.75
FAC0043,FAC0042,Ernakulam,Kerala,2.67
FAC0043,FAC0044,Ernakulam,Kerala,21.54
FAC0043,FAC0045,Ernakulam,Kerala,13.21
FAC0043,FAC0046,Ernakulam,Kerala,19.68
FAC0043,FAC0047,Ernakulam,Kerala,19.51
FAC0043,FAC0048,Ernakulam,Kerala,19.7
FAC0043,FAC0049,Ernakulam,Kerala,21.7
FAC0043,FAC0050,Ernakulam,Kerala,20.27
FAC0043,FAC0051,Ernakulam,Kerala,26.93
FAC0043,FAC0052,Ernakulam,Kerala,25.66
FAC0043,FAC0053,Ernakulam,Kerala,32.7
FAC0043,FAC0054,Ernakulam,Kerala,22.76
FAC0043,FAC0055,Ernakulam,Kerala,30.35
FAC0043,FAC0056,Ernakulam,Kerala,24.09
FAC0043,FAC0057,Ernakulam,Kerala,13.44
FAC0043,FAC0058,Ernakulam,Kerala,12.17
FAC0043,FAC0059,Ernakulam,Kerala,15.92
FAC0043,FAC0060,Ernakulam,Kerala,15.1
FAC0044,FAC0031,Ernakulam,Kerala,43.53
FAC0044,FAC0032,Ernakulam,Kerala,43.36
FAC0044,FAC0033,Ernakulam,Kerala,26.87
FAC0044,FAC0034,Ernakulam,Kerala,25.89
FAC0044,FAC0035,Ernakulam,Kerala,31.64
FAC0044,FAC0036,Ernakulam,Kerala,19.35
FAC0044,FAC0037,Ernakulam,Kerala,28.26
FAC0044,FAC0038,Ernakulam,Kerala,31.67
FAC0044,FAC0039,Ernakulam,Kerala,31.73
FAC0044,FAC0040,Ernakulam,Kerala,32.28
FAC0044,FAC0041,Ernakulam,Kerala,27.07
FAC0044,FAC0042,Ernakulam,Kerala,22.56
FAC0044,FAC0043,Ernakulam,Kerala,21.69
FAC0044,FAC0045,Ernakulam,Kerala,31.98
FAC0044,FAC0046,Ernakulam,Kerala,13.23
FAC0044,FAC0047,Ernakulam,Kerala,37.65
FAC0044,FAC0048,Ernakulam,Kerala,8.19
FAC0044,FAC0049,Ernakulam,Kerala,0.54
FAC0044,FAC0050,Ernakulam,Kerala,21.39
FAC0044,FAC0051,Ernakulam,Kerala,33.0
FAC0044,FAC0052,Ernakulam,Kerala,27.24
FAC0044,FAC0053,Ernakulam,Kerala,11.92
FAC0044,FAC0054,Ernakulam,Kerala,39.76
FAC0044,FAC0055,Ernakulam,Kerala,46.09
FAC0044,FAC0056,Ernakulam,Kerala,25.67
FAC0044,FAC0057,Ernakulam,Kerala,15.09
FAC0044,FAC0058,Ernakulam,Kerala,31.05
FAC0044,FAC0059,Ernakulam,Kerala,17.5
FAC0044,FAC0060,Ernakulam,Kerala,13.87
FAC0045,FAC0031,Ernakulam,Kerala,16.95
FAC0045,FAC0032,Ernakulam,Kerala,16.78
FAC0045,FAC0033,Ernakulam,Kerala,20.15
FAC0045,FAC0034,Ernakulam,Kerala,9.53
FAC0045,FAC0035,Ernakulam,Kerala,1.4
FAC0045,FAC0036,Ernakulam,Kerala,14.44
FAC0045,FAC0037,Ernakulam,Kerala,15.06
FAC0045,FAC0038,Ernakulam,Kerala,12.47
FAC0045,FAC0039,Ernakulam,Kerala,15.33
FAC0045,FAC0040,Ernakulam,Kerala,13.08
FAC0045,FAC0041,Ernakulam,Kerala,20.35
FAC0045,FAC0042,Ernakulam,Kerala,15.58
FAC0045,FAC0043,Ernakulam,Kerala,14.58
FAC0045,FAC0044,Ernakulam,Kerala,32.82
FAC0045,FAC0046,Ernakulam,Kerala,26.49
FAC0045,FAC0047,Ernakulam,Kerala,19.08
FAC0045,FAC0048,Ernakulam,Kerala,26.85
FAC0045,FAC0049,Ernakulam,Kerala,32.98
FAC0045,FAC0050,Ernakulam,Kerala,27.07
FAC0045,FAC0051,Ernakulam,Kerala,29.96
FAC0045,FAC0052,Ernakulam,Kerala,32.47
FAC0045,FAC0053,Ernakulam,Kerala,39.51
FAC0045,FAC0054,Ernakulam,Kerala,18.4
FAC0045,FAC0055,Ernakulam,Kerala,18.88
FAC0045,FAC0056,Ernakulam,Kerala,30.9
FAC0045,FAC0057,Ernakulam,Kerala,20.24
FAC0045,FAC0058,Ernakulam,Kerala,7.89
FAC0045,FAC0059,Ernakulam,Kerala,22.73
FAC0045,FAC0060,Ernakulam,Kerala,21.9
FAC0046,FAC0031,Ernakulam,Kerala,41.23
FAC0046,FAC0032,Ernakulam,Kerala,41.05
FAC0046,FAC0033,Ernakulam,Kerala,29.14
FAC0046,FAC0034,Ernakulam,Kerala,19.82
FAC0046,FAC0035,Ernakulam,Kerala,27.21
FAC0046,FAC0036,Ernakulam,Kerala,20.77
FAC0046,FAC0037,Ernakulam,Kerala,29.85
FAC0046,FAC0038,Ernakulam,Kerala,27.56
FAC0046,FAC0039,Ernakulam,Kerala,30.42
FAC0046,FAC0040,Ernakulam,Kerala,28.18
FAC0046,FAC0041,Ernakulam,Kerala,29.34
FAC0046,FAC0042,Ernakulam,Kerala,20.73
FAC0046,FAC0043,Ernakulam,Kerala,19.5
FAC0046,FAC0044,Ernakulam,Kerala,13.28
FAC0046,FAC0045,Ernakulam,Kerala,27.56
FAC0046,FAC0047,Ernakulam,Kerala,34.17
FAC0046,FAC0048,Ernakulam,Kerala,7.31
FAC0046,FAC0049,Ernakulam,Kerala,13.44
FAC0046,FAC0050,Ernakulam,Kerala,11.98
FAC0046,FAC0051,Ernakulam,Kerala,26.1
FAC0046,FAC0052,Ernakulam,Kerala,18.53
FAC0046,FAC0053,Ernakulam,Kerala,16.0
FAC0046,FAC0054,Ernakulam,Kerala,37.45
FAC0046,FAC0055,Ernakulam,Kerala,39.2
FAC0046,FAC0056,Ernakulam,Kerala,16.96
FAC0046,FAC0057,Ernakulam,Kerala,7.21
FAC0046,FAC0058,Ernakulam,Kerala,24.99
FAC0046,FAC0059,Ernakulam,Kerala,10.6
FAC0046,FAC0060,Ernakulam,Kerala,5.41
FAC0047,FAC0031,Ernakulam,Kerala,16.04
FAC0047,FAC0032,Ernakulam,Kerala,15.86
FAC0047,FAC0033,Ernakulam,Kerala,13.83
FAC0047,FAC0034,Ernakulam,Kerala,14.78
FAC0047,FAC0035,Ernakulam,Kerala,17.49
FAC0047,FAC0036,Ernakulam,Kerala,18.88
FAC0047,FAC0037,Ernakulam,Kerala,9.62
FAC0047,FAC0038,Ernakulam,Kerala,9.68
FAC0047,FAC0039,Ernakulam,Kerala,5.39
FAC0047,FAC0040,Ernakulam,Kerala,5.79
FAC0047,FAC0041,Ernakulam,Kerala,14.03
FAC0047,FAC0042,Ernakulam,Kerala,20.66
FAC0047,FAC0043,Ernakulam,Kerala,19.43
FAC0047,FAC0044,Ernakulam,Kerala,37.5
FAC0047,FAC0045,Ernakulam,Kerala,17.96
FAC0047,FAC0046,Ernakulam,Kerala,32.17
FAC0047,FAC0048,Ernakulam,Kerala,32.53
FAC0047,FAC0049,Ernakulam,Kerala,37.67
FAC0047,FAC0050,Ernakulam,Kerala,32.75
FAC0047,FAC0051,Ernakulam,Kerala,35.38
FAC0047,FAC0052,Ernakulam,Kerala,38.15
FAC0047,FAC0053,Ernakulam,Kerala,45.19
FAC0047,FAC0054,Ernakulam,Kerala,11.41
FAC0047,FAC0055,Ernakulam,Kerala,34.66
FAC0047,FAC0056,Ernakulam,Kerala,36.58
FAC0047,FAC0057,Ernakulam,Kerala,25.92
FAC0047,FAC0058,Ernakulam,Kerala,20.43
FAC0047,FAC0059,Ernakulam,Kerala,28.41
FAC0047,FAC0060,Ernakulam,Kerala,27.58
FAC0048,FAC0031,Ernakulam,Kerala,41.82
FAC0048,FAC0032,Ernakulam,Kerala,41.64
FAC0048,FAC0033,Ernakulam,Kerala,28.68
FAC0048,FAC0034,Ernakulam,Kerala,20.42
FAC0048,FAC0035,Ernakulam,Kerala,27.8
FAC0048,FAC0036,Ernakulam,Kerala,19.72
FAC0048,FAC0037,Ernakulam,Kerala,30.07
FAC0048,FAC0038,Ernakulam,Kerala,28.15
FAC0048,FAC0039,Ernakulam,Kerala,31.02
FAC0048,FAC0040,Ernakulam,Kerala,28.77
FAC0048,FAC0041,Ernakulam,Kerala,28.88
FAC0048,FAC0042,Ernakulam,Kerala,19.7
FAC0048,FAC0043,Ernakulam,Kerala,20.02
FAC0048,FAC0044,Ernakulam,Kerala,8.64
FAC0048,FAC0045,Ernakulam,Kerala,28.15
FAC0048,FAC0046,Ernakulam,Kerala,7.76
FAC0048,FAC0047,Ernakulam,Kerala,34.77
FAC0048,FAC0049,Ernakulam,Kerala,8.8
FAC0048,FAC0050,Ernakulam,Kerala,16.37
FAC0048,FAC0051,Ernakulam,Kerala,27.52
FAC0048,FAC0052,Ernakulam,Kerala,21.77
FAC0048,FAC0053,Ernakulam,Kerala,20.56
FAC0048,FAC0054,Ernakulam,Kerala,38.04
FAC0048,FAC0055,Ernakulam,Kerala,40.62
FAC0048,FAC0056,Ernakulam,Kerala,20.2
FAC0048,FAC0057,Ernakulam,Kerala,9.62
FAC0048,FAC0058,Ernakulam,Kerala,25.58
FAC0048,FAC0059,Ernakulam,Kerala,12.03
FAC0048,FAC0060,Ernakulam,Kerala,8.39
FAC0049,FAC0031,Ernakulam,Kerala,43.74
FAC0049,FAC0032,Ernakulam,Kerala,43.57
FAC0049,FAC0033,Ernakulam,Kerala,27.08
FAC0049,FAC0034,Ernakulam,Kerala,26.1
FAC0049,FAC0035,Ernakulam,Kerala,31.85
FAC0049,FAC0036,Ernakulam,Kerala,19.56
FAC0049,FAC0037,Ernakulam,Kerala,28.47
FAC0049,FAC0038,Ernakulam,Kerala,31.88
FAC0049,FAC0039,Ernakulam,Kerala,31.94
FAC0049,FAC0040,Ernakulam,Kerala,32.49
FAC0049,FAC0041,Ernakulam,Kerala,27.28
FAC0049,FAC0042,Ernakulam,Kerala,22.77
FAC0049,FAC0043,Ernakulam,Kerala,21.9
FAC0049,FAC0044,Ernakulam,Kerala,0.49
FAC0049,FAC0045,Ernakulam,Kerala,32.19
FAC0049,FAC0046,Ernakulam,Kerala,13.44
FAC0049,FAC0047,Ernakulam,Kerala,37.86
FAC0049,FAC0048,Ernakulam,Kerala,8.4
FAC0049,FAC0050,Ernakulam,Kerala,21.88
FAC0049,FAC0051,Ernakulam,Kerala,33.21
FAC0049,FAC0052,Ernakulam,Kerala,27.45
FAC0049,FAC0053,Ernakulam,Kerala,12.41
FAC0049,FAC0054,Ernakulam,Kerala,39.97
FAC0049,FAC0055,Ernakulam,Kerala,46.3
FAC0049,FAC0056,Ernakulam,Kerala,25.88
FAC0049,FAC0057,Ernakulam,Kerala,15.3
FAC0049,FAC0058,Ernakulam,Kerala,31.27
FAC0049,FAC0059,Ernakulam,Kerala,17.71
FAC0049,FAC0060,Ernakulam,Kerala,14.07
FAC0050,FAC0031,Ernakulam,Kerala,41.36
FAC0050,FAC0032,Ernakulam,Kerala,41.19
FAC0050,FAC0033,Ernakulam,Kerala,29.27
FAC0050,FAC0034,Ernakulam,Kerala,19.96
FAC0050,FAC0035,Ernakulam,Kerala,27.35
FAC0050,FAC0036,Ernakulam,Kerala,20.91
FAC0050,FAC0037,Ernakulam,Kerala,29.98
FAC0050,FAC0038,Ernakulam,Kerala,27.7
FAC0050,FAC0039,Ernakulam,Kerala,30.56
FAC0050,FAC0040,Ernakulam,Kerala,28.31
FAC0050,FAC0041,Ernakulam,Kerala,29.47
FAC0050,FAC0042,Ernakulam,Kerala,20.87
FAC0050,FAC0043,Ernakulam,Kerala,19.63
FAC0050,FAC0044,Ernakulam,Kerala,21.34
FAC0050,FAC0045,Ernakulam,Kerala,27.69
FAC0050,FAC0046,Ernakulam,Kerala,11.8
FAC0050,FAC0047,Ernakulam,Kerala,34.31
FAC0050,FAC0048,Ernakulam,Kerala,15.68
FAC0050,FAC0049,Ernakulam,Kerala,21.87
FAC0050,FAC0051,Ernakulam,Kerala,20.37
FAC0050,FAC0052,Ernakulam,Kerala,9.74
FAC0050,FAC0053,Ernakulam,Kerala,12.66
FAC0050,FAC0054,Ernakulam,Kerala,37.59
FAC0050,FAC0055,Ernakulam,Kerala,33.47
FAC0050,FAC0056,Ernakulam,Kerala,8.17
FAC0050,FAC0057,Ernakulam,Kerala,7.55
FAC0050,FAC0058,Ernakulam,Kerala,25.12
FAC0050,FAC0059,Ernakulam,Kerala,7.65
FAC0050,FAC0060,Ernakulam,Kerala,9.21
FAC0051,FAC0031,Ernakulam,Kerala,36.91
FAC0051,FAC0032,Ernakulam,Kerala,37.08
FAC0051,FAC0033,Ernakulam,Kerala,36.84
FAC0051,FAC0034,Ernakulam,Kerala,22.15
FAC0051,FAC0035,Ernakulam,Kerala,29.53
FAC0051,FAC0036,Ernakulam,Kerala,28.48
FAC0051,FAC0037,Ernakulam,Kerala,32.45
FAC0051,FAC0038,Ernakulam,Kerala,29.58
FAC0051,FAC0039,Ernakulam,Kerala,32.45
FAC0051,FAC0040,Ernakulam,Kerala,30.2
FAC0051,FAC0041,Ernakulam,Kerala,37.04
FAC0051,FAC0042,Ernakulam,Kerala,28.43
FAC0051,FAC0043,Ernakulam,Kerala,27.2
FAC0051,FAC0044,Ernakulam,Kerala,33.22
FAC0051,FAC0045,Ernakulam,Kerala,29.88
FAC0051,FAC0046,Ernakulam,Kerala,26.04
FAC0051,FAC0047,Ernakulam,Kerala,36.2
FAC0051,FAC0048,Ernakulam,Kerala,27.26
FAC0051,FAC0049,Ernakulam,Kerala,33.39
FAC0051,FAC0050,Ernakulam,Kerala,20.23
FAC0051,FAC0052,Ernakulam,Kerala,11.49
FAC0051,FAC0053,Ernakulam,Kerala,32.67
FAC0051,FAC0054,Ernakulam,Kerala,39.47
FAC0051,FAC0055,Ernakulam,Kerala,16.2
FAC0051,FAC0056,Ernakulam,Kerala,17.15
FAC0051,FAC0057,Ernakulam,Kerala,19.12
FAC0051,FAC0058,Ernakulam,Kerala,27.31
FAC0051,FAC0059,Ernakulam,Kerala,19.72
FAC0051,FAC0060,Ernakulam,Kerala,20.79
FAC0052,FAC0031,Ernakulam,Kerala,45.18
FAC0052,FAC0032,Ernakulam,Kerala,45.36
FAC0052,FAC0033,Ernakulam,Kerala,35.14
FAC0052,FAC0034,Ernakulam,Kerala,25.57
FAC0052,FAC0035,Ernakulam,Kerala,32.96
FAC0052,FAC0036,Ernakulam,Kerala,26.78
FAC0052,FAC0037,Ernakulam,Kerala,35.85
FAC0052,FAC0038,Ernakulam,Kerala,33.01
FAC0052,FAC0039,Ernakulam,Kerala,35.87
FAC0052,FAC0040,Ernakulam,Kerala,33.62
FAC0052,FAC0041,Ernakulam,Kerala,35.34
FAC0052,FAC0042,Ernakulam,Kerala,26.73
FAC0052,FAC0043,Ernakulam,Kerala,25.5
FAC0052,FAC0044,Ernakulam,Kerala,27.52
FAC0052,FAC0045,Ernakulam,Kerala,33.31
FAC0052,FAC0046,Ernakulam,Kerala,18.52
FAC0052,FAC0047,Ernakulam,Kerala,39.62
FAC0052,FAC0048,Ernakulam,Kerala,21.55
FAC0052,FAC0049,Ernakulam,Kerala,27.68
FAC0052,FAC0050,Ernakulam,Kerala,9.6
FAC0052,FAC0051,Ernakulam,Kerala,11.38
FAC0052,FAC0053,Ernakulam,Kerala,22.03
FAC0052,FAC0054,Ernakulam,Kerala,42.9
FAC0052,FAC0055,Ernakulam,Kerala,24.48
FAC0052,FAC0056,Ernakulam,Kerala,7.97
FAC0052,FAC0057,Ernakulam,Kerala,13.42
FAC0052,FAC0058,Ernakulam,Kerala,30.74
FAC0052,FAC0059,Ernakulam,Kerala,13.51
FAC0052,FAC0060,Ernakulam,Kerala,15.08
FAC0053,FAC0031,Ernakulam,Kerala,53.95
FAC0053,FAC0032,Ernakulam,Kerala,53.78
FAC0053,FAC0033,Ernakulam,Kerala,38.03
FAC0053,FAC0034,Ernakulam,Kerala,32.55
FAC0053,FAC0035,Ernakulam,Kerala,39.93
FAC0053,FAC0036,Ernakulam,Kerala,31.25
FAC0053,FAC0037,Ernakulam,Kerala,40.16
FAC0053,FAC0038,Ernakulam,Kerala,40.28
FAC0053,FAC0039,Ernakulam,Kerala,43.15
FAC0053,FAC0040,Ernakulam,Kerala,40.9
FAC0053,FAC0041,Ernakulam,Kerala,37.92
FAC0053,FAC0042,Ernakulam,Kerala,33.45
FAC0053,FAC0043,Ernakulam,Kerala,32.22
FAC0053,FAC0044,Ernakulam,Kerala,11.9
FAC0053,FAC0045,Ernakulam,Kerala,40.28
FAC0053,FAC0046,Ernakulam,Kerala,15.82
FAC0053,FAC0047,Ernakulam,Kerala,46.9
FAC0053,FAC0048,Ernakulam,Kerala,20.09
FAC0053,FAC0049,Ernakulam,Kerala,12.44
FAC0053,FAC0050,Ernakulam,Kerala,12.76
FAC0053,FAC0051,Ernakulam,Kerala,32.96
FAC0053,FAC0052,Ernakulam,Kerala,22.33
FAC0053,FAC0054,Ernakulam,Kerala,50.17
FAC0053,FAC0055,Ernakulam,Kerala,46.06
FAC0053,FAC0056,Ernakulam,Kerala,19.8
FAC0053,FAC0057,Ernakulam,Kerala,20.14
FAC0053,FAC0058,Ernakulam,Kerala,37.71
FAC0053,FAC0059,Ernakulam,Kerala,20.23
FAC0053,FAC0060,Ernakulam,Kerala,19.64
FAC0054,FAC0031,Ernakulam,Kerala,10.92
FAC0054,FAC0032,Ernakulam,Kerala,10.75
FAC0054,FAC0033,Ernakulam,Kerala,17.59
FAC0054,FAC0034,Ernakulam,Kerala,19.28
FAC0054,FAC0035,Ernakulam,Kerala,17.92
FAC0054,FAC0036,Ernakulam,Kerala,23.39
FAC0054,FAC0037,Ernakulam,Kerala,13.38
FAC0054,FAC0038,Ernakulam,Kerala,13.45
FAC0054,FAC0039,Ernakulam,Kerala,9.15
FAC0054,FAC0040,Ernakulam,Kerala,10.3
FAC0054,FAC0041,Ernakulam,Kerala,17.79
FAC0054,FAC0042,Ernakulam,Kerala,25.17
FAC0054,FAC0043,Ernakulam,Kerala,23.93
FAC0054,FAC0044,Ernakulam,Kerala,41.27
FAC0054,FAC0045,Ernakulam,Kerala,18.27
FAC0054,FAC0046,Ernakulam,Kerala,36.68
FAC0054,FAC0047,Ernakulam,Kerala,11.19
FAC0054,FAC0048,Ernakulam,Kerala,37.04
FAC0054,FAC0049,Ernakulam,Kerala,41.43
FAC0054,FAC0050,Ernakulam,Kerala,37.26
FAC0054,FAC0051,Ernakulam,Kerala,39.88
FAC0054,FAC0052,Ernakulam,Kerala,42.66
FAC0054,FAC0053,Ernakulam,Kerala,49.7
FAC0054,FAC0055,Ernakulam,Kerala,31.58
FAC0054,FAC0056,Ernakulam,Kerala,41.09
FAC0054,FAC0057,Ernakulam,Kerala,30.43
FAC0054,FAC0058,Ernakulam,Kerala,24.93
FAC0054,FAC0059,Ernakulam,Kerala,32.92
FAC0054,FAC0060,Ernakulam,Kerala,32.09
FAC0055,FAC0031,Ernakulam,Kerala,21.1
FAC0055,FAC0032,Ernakulam,Kerala,21.27
FAC0055,FAC0033,Ernakulam,Kerala,36.48
FAC0055,FAC0034,Ernakulam,Kerala,26.83
FAC0055,FAC0035,Ernakulam,Kerala,18.7
FAC0055,FAC0036,Ernakulam,Kerala,31.74
FAC0055,FAC0037,Ernakulam,Kerala,31.39
FAC0055,FAC0038,Ernakulam,Kerala,28.8
FAC0055,FAC0039,Ernakulam,Kerala,31.66
FAC0055,FAC0040,Ernakulam,Kerala,29.41
FAC0055,FAC0041,Ernakulam,Kerala,36.68
FAC0055,FAC0042,Ernakulam,Kerala,32.88
FAC0055,FAC0043,Ernakulam,Kerala,31.88
FAC0055,FAC0044,Ernakulam,Kerala,45.9
FAC0055,FAC0045,Ernakulam,Kerala,18.46
FAC0055,FAC0046,Ernakulam,Kerala,38.72
FAC0055,FAC0047,Ernakulam,Kerala,35.41
FAC0055,FAC0048,Ernakulam,Kerala,39.94
FAC0055,FAC0049,Ernakulam,Kerala,46.07
FAC0055,FAC0050,Ernakulam,Kerala,32.91
FAC0055,FAC0051,Ernakulam,Kerala,15.84
FAC0055,FAC0052,Ernakulam,Kerala,24.17
FAC0055,FAC0053,Ernakulam,Kerala,45.35
FAC0055,FAC0054,Ernakulam,Kerala,31.31
FAC0055,FAC0056,Ernakulam,Kerala,29.83
FAC0055,FAC0057,Ernakulam,Kerala,31.8
FAC0055,FAC0058,Ernakulam,Kerala,25.19
FAC0055,FAC0059,Ernakulam,Kerala,32.4
FAC0055,FAC0060,Ernakulam,Kerala,33.47
FAC0056,FAC0031,Ernakulam,Kerala,45.62
FAC0056,FAC0032,Ernakulam,Kerala,45.45
FAC0056,FAC0033,Ernakulam,Kerala,33.54
FAC0056,FAC0034,Ernakulam,Kerala,24.22
FAC0056,FAC0035,Ernakulam,Kerala,31.61
FAC0056,FAC0036,Ernakulam,Kerala,25.17
FAC0056,FAC0037,Ernakulam,Kerala,34.25
FAC0056,FAC0038,Ernakulam,Kerala,31.96
FAC0056,FAC0039,Ernakulam,Kerala,34.82
FAC0056,FAC0040,Ernakulam,Kerala,32.57
FAC0056,FAC0041,Ernakulam,Kerala,33.74
FAC0056,FAC0042,Ernakulam,Kerala,25.13
FAC0056,FAC0043,Ernakulam,Kerala,23.89
FAC0056,FAC0044,Ernakulam,Kerala,25.91
FAC0056,FAC0045,Ernakulam,Kerala,31.96
FAC0056,FAC0046,Ernakulam,Kerala,16.95
FAC0056,FAC0047,Ernakulam,Kerala,38.57
FAC0056,FAC0048,Ernakulam,Kerala,19.95
FAC0056,FAC0049,Ernakulam,Kerala,26.07
FAC0056,FAC0050,Ernakulam,Kerala,8.02
FAC0056,FAC0051,Ernakulam,Kerala,17.14
FAC0056,FAC0052,Ernakulam,Kerala,7.96
FAC0056,FAC0053,Ernakulam,Kerala,19.57
FAC0056,FAC0054,Ernakulam,Kerala,41.85
FAC0056,FAC0055,Ernakulam,Kerala,30.24
FAC0056,FAC0057,Ernakulam,Kerala,11.81
FAC0056,FAC0058,Ernakulam,Kerala,29.39
FAC0056,FAC0059,Ernakulam,Kerala,11.91
FAC0056,FAC0060,Ernakulam,Kerala,13.47
FAC0057,FAC0031,Ernakulam,Kerala,35.02
FAC0057,FAC0032,Ernakulam,Kerala,34.85
FAC0057,FAC0033,Ernakulam,Kerala,22.94
FAC0057,FAC0034,Ernakulam,Kerala,13.62
FAC0057,FAC0035,Ernakulam,Kerala,21.01
FAC0057,FAC0036,Ernakulam,Kerala,14.57
FAC0057,FAC0037,Ernakulam,Kerala,23.65
FAC0057,FAC0038,Ernakulam,Kerala,21.36
FAC0057,FAC0039,Ernakulam,Kerala,24.22
FAC0057,FAC0040,Ernakulam,Kerala,21.98
FAC0057,FAC0041,Ernakulam,Kerala,23.14
FAC0057,FAC0042,Ernakulam,Kerala,14.53
FAC0057,FAC0043,Ernakulam,Kerala,13.29
FAC0057,FAC0044,Ernakulam,Kerala,15.23
FAC0057,FAC0045,Ernakulam,Kerala,21.36
FAC0057,FAC0046,Ernakulam,Kerala,7.18
FAC0057,FAC0047,Ernakulam,Kerala,27.97
FAC0057,FAC0048,Ernakulam,Kerala,9.26
FAC0057,FAC0049,Ernakulam,Kerala,15.39
FAC0057,FAC0050,Ernakulam,Kerala,8.11
FAC0057,FAC0051,Ernakulam,Kerala,19.26
FAC0057,FAC0052,Ernakulam,Kerala,13.5
