date,facility_id,drug,drug_category,consumption,stock,days_of_cover,district,state
2024-11-12,FAC0001,Diclofenac,analgesic,22.316135961128342,419.0361296213881,20.93650178963799,Bagalkote,Karnataka
2024-11-13,FAC0001,Diclofenac,analgesic,19.03215630807975,400.0039733133084,20.52803038391327,Bagalkote,Karnataka
2024-11-14,FAC0001,Diclofenac,analgesic,17.61026284682969,382.3937104664787,19.850173064226748,Bagalkote,Karnataka
2024-11-15,FAC0001,Diclofenac,analgesic,16.68443629382463,365.7092741726541,18.977690798813782,Bagalkote,Karnataka
2024-11-16,FAC0001,Diclofenac,analgesic,19.36928364653405,346.33999052612006,17.70500817560281,Bagalkote,Karnataka
2024-11-17,FAC0001,Diclofenac,analgesic,21.537058748849606,324.80293177727043,16.489286169544673,Bagalkote,Karnataka
2024-11-18,FAC0001,Diclofenac,analgesic,21.135045945541613,303.6678858317288,15.43875350762105,Bagalkote,Karnataka
2024-11-19,FAC0001,Diclofenac,analgesic,25.046233752880227,278.62165207884857,13.889960627180105,Bagalkote,Karnataka
2024-11-20,FAC0001,Diclofenac,analgesic,19.795474756758793,258.8261773220898,12.83334414263928,Bagalkote,Karnataka
2024-11-21,FAC0001,Diclofenac,analgesic,19.20739299407242,239.61878432801737,11.74808165314312,Bagalkote,Karnataka
2024-11-22,FAC0001,Diclofenac,analgesic,18.771959343920635,220.84682498409674,10.671694311038818,Bagalkote,Karnataka
2024-11-23,FAC0001,Diclofenac,analgesic,18.920256827861728,201.92656815623502,9.787774251851008,Bagalkote,Karnataka
2024-11-24,FAC0001,Diclofenac,analgesic,19.739843238031657,182.18672491820337,8.942231058547772,Bagalkote,Karnataka
2024-11-25,FAC0001,Diclofenac,analgesic,20.073856681110723,162.11286823709264,8.016600873232827,Bagalkote,Karnataka
2024-11-26,FAC0001,Diclofenac,analgesic,22.10073867405886,140.0121295630338,7.070833873115843,Bagalkote,Karnataka
2024-11-27,FAC0001,Diclofenac,analgesic,19.88492113434774,120.12720842868606,6.0627015882653295,Bagalkote,Karnataka
2024-11-28,FAC0001,Diclofenac,analgesic,19.375783453466642,100.75142497521942,5.0786590752028,Bagalkote,Karnataka
2024-11-29,FAC0001,Diclofenac,analgesic,14.788219127757714,85.96320584746171,4.461197325397059,Bagalkote,Karnataka
2024-11-30,FAC0001,Diclofenac,analgesic,17.240111934536344,68.72309391292536,3.6114798065384512,Bagalkote,Karnataka
2024-12-01,FAC0001,Diclofenac,analgesic,20.118888444888253,430.10509260066493,22.53839544722636,Bagalkote,Karnataka
2024-12-02,FAC0001,Diclofenac,analgesic,21.25711825432754,408.84797434633737,21.236368747996867,Bagalkote,Karnataka
2024-12-03,FAC0001,Diclofenac,analgesic,21.308376808276385,387.539597538061,20.248622449317587,Bagalkote,Karnataka
2024-12-04,FAC0001,Diclofenac,analgesic,22.039600674727122,365.4999968633339,18.794796978100326,Bagalkote,Karnataka
2024-12-05,FAC0001,Diclofenac,analgesic,16.381936990761137,349.11805987257276,18.356105796044776,Bagalkote,Karnataka
2024-12-06,FAC0001,Diclofenac,analgesic,14.282900039253118,334.83515983331966,17.672208191854256,Bagalkote,Karnataka
2024-12-07,FAC0001,Diclofenac,analgesic,17.428378969866323,317.4067808634533,16.72861243120541,Bagalkote,Karnataka
2024-12-08,FAC0001,Diclofenac,analgesic,19.707587066293204,297.6991937971601,15.738682153977864,Bagalkote,Karnataka
2024-12-09,FAC0001,Diclofenac,analgesic,19.112642764890076,278.58655103227,14.970708960580591,Bagalkote,Karnataka
2024-12-10,FAC0001,Diclofenac,analgesic,24.40809483904516,254.17845619322483,13.341586427727943,Bagalkote,Karnataka
2024-12-11,FAC0001,Diclofenac,analgesic,20.468408681319662,233.71004751190517,12.413468103101607,Bagalkote,Karnataka
2024-12-12,FAC0001,Diclofenac,analgesic,19.070185270626496,214.63986224127868,11.172658930248131,Bagalkote,Karnataka
2024-12-13,FAC0001,Diclofenac,analgesic,17.774529701786935,196.86533253949173,9.98810649260043,Bagalkote,Karnataka
2024-12-14,FAC0001,Diclofenac,analgesic,17.09245422018032,179.77287831931142,9.14316985113158,Bagalkote,Karnataka
2024-12-15,FAC0001,Diclofenac,analgesic,20.875578977701604,158.89729934160982,8.01344318645063,Bagalkote,Karnataka
2024-12-16,FAC0001,Diclofenac,analgesic,21.7583734370161,137.13892590459372,6.786769876593167,Bagalkote,Karnataka
2024-12-17,FAC0001,Diclofenac,analgesic,21.167983162134703,115.97094274245902,5.873751570578705,Bagalkote,Karnataka
2024-12-18,FAC0001,Diclofenac,analgesic,21.12390986656038,94.84703287589863,4.781181165277228,Bagalkote,Karnataka
2024-12-19,FAC0001,Diclofenac,analgesic,15.25572462680237,79.59130824909626,4.125472959717326,Bagalkote,Karnataka
2024-12-20,FAC0001,Diclofenac,analgesic,15.990135879897688,63.60117236919857,3.3407947494320718,Bagalkote,Karnataka
2024-12-21,FAC0001,Diclofenac,analgesic,17.576643962961104,418.75402758458154,21.916369024344405,Bagalkote,Karnataka
2024-12-22,FAC0001,Diclofenac,analgesic,18.148287672025567,400.605739912556,21.402972996812245,Bagalkote,Karnataka
2024-12-23,FAC0001,Diclofenac,analgesic,22.125957948421792,378.4797819641342,20.16428825856242,Bagalkote,Karnataka
2024-12-24,FAC0001,Diclofenac,analgesic,23.340525076401764,355.1392568877324,18.61300345305099,Bagalkote,Karnataka
2024-12-25,FAC0001,Diclofenac,analgesic,21.87278762548257,333.26646926224987,17.369251687780665,Bagalkote,Karnataka
2024-12-26,FAC0001,Diclofenac,analgesic,18.826026025212986,314.4404432370369,15.963716919254079,Bagalkote,Karnataka
2024-12-27,FAC0001,Diclofenac,analgesic,17.59734545209682,296.8430977849401,14.896679528106306,Bagalkote,Karnataka
2024-12-28,FAC0001,Diclofenac,analgesic,17.30746972641605,279.535628058524,14.055249902822094,Bagalkote,Karnataka
2024-12-29,FAC0001,Diclofenac,analgesic,18.59155384587927,260.94407421264475,13.078810927354377,Bagalkote,Karnataka
2024-12-30,FAC0001,Diclofenac,analgesic,21.948987450945125,238.9950867616996,11.993900871374578,Bagalkote,Karnataka
2024-12-31,FAC0001,Diclofenac,analgesic,23.435296356519725,215.55979040517988,10.810462103499116,Bagalkote,Karnataka
2023-01-01,FAC0001,Oral rehydration salts,fluids,15.460748478518932,950.6069730037563,61.48518451901108,Bagalkote,Karnataka
2023-01-02,FAC0001,Oral rehydration salts,fluids,22.971839783054207,927.6351332207021,48.273362538437155,Bagalkote,Karnataka
2023-01-03,FAC0001,Oral rehydration salts,fluids,18.632051362067422,909.0030818586347,47.788074428602314,Bagalkote,Karnataka
2023-01-04,FAC0001,Oral rehydration salts,fluids,21.353818878029625,887.649262980605,45.27756754931364,Bagalkote,Karnataka
2023-01-05,FAC0001,Oral rehydration salts,fluids,18.242287534176604,869.4069754464284,44.97208076192622,Bagalkote,Karnataka
2023-01-06,FAC0001,Oral rehydration salts,fluids,16.00319756313484,853.4037778832936,45.448636926162465,Bagalkote,Karnataka
2023-01-07,FAC0001,Oral rehydration salts,fluids,16.170909921436287,837.2328679618573,45.48947676495166,Bagalkote,Karnataka
2023-01-08,FAC0001,Oral rehydration salts,fluids,17.068790007295092,820.1640779545622,44.012734794921336,Bagalkote,Karnataka
2023-01-09,FAC0001,Oral rehydration salts,fluids,17.21129217566871,802.9527857788935,45.079914003668556,Bagalkote,Karnataka
2023-01-10,FAC0001,Oral rehydration salts,fluids,19.50917452919291,783.4436112497006,43.67735266922739,Bagalkote,Karnataka
2023-01-11,FAC0001,Oral rehydration salts,fluids,18.090187597662872,765.3534236520377,43.80749169373256,Bagalkote,Karnataka
2023-01-12,FAC0001,Oral rehydration salts,fluids,17.63386602062456,747.7195576314132,43.01214535899251,Bagalkote,Karnataka
2023-01-13,FAC0001,Oral rehydration salts,fluids,17.96146033948935,729.7580972919238,41.314073056265066,Bagalkote,Karnataka
2023-01-14,FAC0001,Oral rehydration salts,fluids,13.608364777717608,716.1497325142062,41.40170395378287,Bagalkote,Karnataka
2023-01-15,FAC0001,Oral rehydration salts,fluids,19.42012154181947,696.7296109723868,39.51171334916515,Bagalkote,Karnataka
2023-01-16,FAC0001,Oral rehydration salts,fluids,20.864227543370546,675.8653834290162,37.2268029444673,Bagalkote,Karnataka
2023-01-17,FAC0001,Oral rehydration salts,fluids,20.435800864156704,655.4295825648595,35.83987727821044,Bagalkote,Karnataka
2023-01-18,FAC0001,Oral rehydration salts,fluids,17.590362321626852,637.8392202432327,35.014723241366546,Bagalkote,Karnataka
2023-01-19,FAC0001,Oral rehydration salts,fluids,17.94948925067675,619.889730992556,33.94534930573761,Bagalkote,Karnataka
2023-01-20,FAC0001,Oral rehydration salts,fluids,17.825077311164325,602.0646536813916,33.004455488129146,Bagalkote,Karnataka
2023-01-21,FAC0001,Oral rehydration salts,fluids,15.175455197336236,586.8891984840554,31.78251134588472,Bagalkote,Karnataka
2023-01-22,FAC0001,Oral rehydration salts,fluids,17.770292166397855,569.1189063176575,31.218637613533165,Bagalkote,Karnataka
2023-01-23,FAC0001,Oral rehydration salts,fluids,19.079760104310445,550.0391462133471,30.599929781687482,Bagalkote,Karnataka
2023-01-24,FAC0001,Oral rehydration salts,fluids,23.853432482974167,526.1857137303729,28.498837347785898,Bagalkote,Karnataka
2023-01-25,FAC0001,Oral rehydration salts,fluids,18.205704051909393,507.9800096784635,27.382424799014988,Bagalkote,Karnataka
2023-01-26,FAC0001,Oral rehydration salts,fluids,19.930241665961198,488.0497680125023,25.912843866653567,Bagalkote,Karnataka
2023-01-27,FAC0001,Oral rehydration salts,fluids,16.841718880053087,471.2080491324492,25.206647805793178,Bagalkote,Karnataka
2023-01-28,FAC0001,Oral rehydration salts,fluids,13.519552806123155,457.68849632632606,24.797229587599553,Bagalkote,Karnataka
2023-01-29,FAC0001,Oral rehydration salts,fluids,18.43362017075581,439.25487615557023,23.676949877893513,Bagalkote,Karnataka
2023-01-30,FAC0001,Oral rehydration salts,fluids,19.519426457512157,419.73544969805806,22.54846352376246,Bagalkote,Karnataka
2023-01-31,FAC0001,Oral rehydration salts,fluids,20.59065377236908,399.144795925689,21.99302098695016,Bagalkote,Karnataka
2023-02-01,FAC0001,Oral rehydration salts,fluids,20.795672427363552,378.3491234983254,20.430654626613748,Bagalkote,Karnataka
2023-02-02,FAC0001,Oral rehydration salts,fluids,15.910888148272644,362.43823535005276,20.19772861356706,Bagalkote,Karnataka
2023-02-03,FAC0001,Oral rehydration salts,fluids,15.00520511463136,347.4330302354214,19.648805011867797,Bagalkote,Karnataka
2023-02-04,FAC0001,Oral rehydration salts,fluids,16.152698781863123,331.2803314535583,18.34503588046697,Bagalkote,Karnataka
2023-02-05,FAC0001,Oral rehydration salts,fluids,21.681592395867042,309.59873905769126,16.714913940153874,Bagalkote,Karnataka
2023-02-06,FAC0001,Oral rehydration salts,fluids,18.665922450548788,290.93281660714246,15.811242886723509,Bagalkote,Karnataka
2023-02-07,FAC0001,Oral rehydration salts,fluids,17.48895635364812,273.44386025349434,15.227468367984994,Bagalkote,Karnataka
2023-02-08,FAC0001,Oral rehydration salts,fluids,18.519264559048462,254.92459569444588,14.45800281040274,Bagalkote,Karnataka
2023-02-09,FAC0001,Oral rehydration salts,fluids,15.256308166740622,239.66828752770527,13.665217282014298,Bagalkote,Karnataka
2023-02-10,FAC0001,Oral rehydration salts,fluids,17.326206441114547,584.5734785535428,32.71231354241467,Bagalkote,Karnataka
2023-02-11,FAC0001,Oral rehydration salts,fluids,17.463537928064436,567.1099406254784,31.40596061119472,Bagalkote,Karnataka
2023-02-12,FAC0001,Oral rehydration salts,fluids,17.27171268985871,549.8382279356197,31.55018754986216,Bagalkote,Karnataka
2023-02-13,FAC0001,Oral rehydration salts,fluids,22.738140162377874,527.1000877732417,29.268442360891793,Bagalkote,Karnataka
2023-02-14,FAC0001,Oral rehydration salts,fluids,18.087961598324373,509.01212617491734,28.13040258635696,Bagalkote,Karnataka
2023-02-15,FAC0001,Oral rehydration salts,fluids,19.214052293563732,489.7980738813536,26.920874151770946,Bagalkote,Karnataka
2023-02-16,FAC0001,Oral rehydration salts,fluids,18.56930497795809,471.2287689033955,25.24357738503949,Bagalkote,Karnataka
2023-02-17,FAC0001,Oral rehydration salts,fluids,15.278824317956321,455.9499445854392,24.81388524816578,Bagalkote,Karnataka
2023-02-18,FAC0001,Oral rehydration salts,fluids,15.4378555221713,440.5120890632679,24.357321908639157,Bagalkote,Karnataka
2023-02-19,FAC0001,Oral rehydration salts,fluids,19.740931398096908,420.771157665171,22.820678407624634,Bagalkote,Karnataka
2023-02-20,FAC0001,Oral rehydration salts,fluids,22.158481871828354,398.61267579334265,21.71643655636802,Bagalkote,Karnataka
2023-02-21,FAC0001,Oral rehydration salts,fluids,24.03564349804797,374.57703229529466,19.504127608338024,Bagalkote,Karnataka
2023-02-22,FAC0001,Oral rehydration salts,fluids,20.850618288725684,353.726414006569,18.19691844962071,Bagalkote,Karnataka
2023-02-23,FAC0001,Oral rehydration salts,fluids,18.796907921228236,334.92950608534073,17.20116818039622,Bagalkote,Karnataka
2023-02-24,FAC0001,Oral rehydration salts,fluids,15.647076353642555,319.2824297316982,16.353388810162514,Bagalkote,Karnataka
2023-02-25,FAC0001,Oral rehydration salts,fluids,14.816531027807303,304.4658987038909,15.665718277721243,Bagalkote,Karnataka
2023-02-26,FAC0001,Oral rehydration salts,fluids,18.294945748382343,286.17095295550854,14.882567786650311,Bagalkote,Karnataka
2023-02-27,FAC0001,Oral rehydration salts,fluids,22.694438652479004,263.47651430302955,13.647979784104002,Bagalkote,Karnataka
2023-02-28,FAC0001,Oral rehydration salts,fluids,23.2815150153002,240.19499928772933,12.51182883145881,Bagalkote,Karnataka
2023-03-01,FAC0001,Oral rehydration salts,fluids,16.993750796567607,223.20124849116172,11.970172443517834,Bagalkote,Karnataka
2023-03-02,FAC0001,Oral rehydration salts,fluids,17.99738703315361,593.9999199759582,32.052254986101914,Bagalkote,Karnataka
2023-03-03,FAC0001,Oral rehydration salts,fluids,16.46061443498954,577.5393055409686,30.969821128794106,Bagalkote,Karnataka
2023-03-04,FAC0001,Oral rehydration salts,fluids,15.35294330083945,562.1863622401291,30.023167441887065,Bagalkote,Karnataka
2023-03-05,FAC0001,Oral rehydration salts,fluids,16.71566943894707,545.470692801182,29.48574051183219,Bagalkote,Karnataka
2023-03-06,FAC0001,Oral rehydration salts,fluids,19.33651612385379,526.1341766773282,29.197606354111436,Bagalkote,Karnataka
2023-03-07,FAC0001,Oral rehydration salts,fluids,21.630619589813552,504.5035570875147,28.368509924605625,Bagalkote,Karnataka
2023-03-08,FAC0001,Oral rehydration salts,fluids,20.52929061177101,483.9742664757437,26.46257932334611,Bagalkote,Karnataka
2023-03-09,FAC0001,Oral rehydration salts,fluids,17.14733803769138,466.82692843805233,25.69561712395791,Bagalkote,Karnataka
2023-03-10,FAC0001,Oral rehydration salts,fluids,17.815442191182306,449.01148624687005,24.454475466794193,Bagalkote,Karnataka
2023-03-11,FAC0001,Oral rehydration salts,fluids,14.568931453281545,434.4425547935885,23.806225478505365,Bagalkote,Karnataka
2023-03-12,FAC0001,Oral rehydration salts,fluids,17.720883121118515,416.72167167247,22.65688450393013,Bagalkote,Karnataka
2023-03-13,FAC0001,Oral rehydration salts,fluids,21.193910222581547,395.52776144988843,21.19876213835113,Bagalkote,Karnataka
2023-03-14,FAC0001,Oral rehydration salts,fluids,20.016534625582043,375.5112268243064,20.37778976786093,Bagalkote,Karnataka
2023-03-15,FAC0001,Oral rehydration salts,fluids,19.63243603729517,355.8787907870112,19.44761532064168,Bagalkote,Karnataka
2023-03-16,FAC0001,Oral rehydration salts,fluids,18.96601236645614,336.91277842055507,18.15344555328461,Bagalkote,Karnataka
2023-03-17,FAC0001,Oral rehydration salts,fluids,14.984263237937624,321.92851518261745,17.73250646728241,Bagalkote,Karnataka
2023-03-18,FAC0001,Oral rehydration salts,fluids,19.008680536524317,302.91983464609314,16.12222466312055,Bagalkote,Karnataka
2023-03-19,FAC0001,Oral rehydration salts,fluids,18.474825867488985,284.4450087786042,15.05265568309529,Bagalkote,Karnataka
2023-03-20,FAC0001,Oral rehydration salts,fluids,20.143777613510537,264.30123116509367,14.098586727397663,Bagalkote,Karnataka
2023-03-21,FAC0001,Oral rehydration salts,fluids,19.85967054942392,244.44156061566974,13.05482018689186,Bagalkote,Karnataka
2023-03-22,FAC0001,Oral rehydration salts,fluids,15.63166598375712,608.0757731755746,33.497815287806986,Bagalkote,Karnataka
2023-03-23,FAC0001,Oral rehydration salts,fluids,14.770999858964108,593.3047733166104,33.799968633913764,Bagalkote,Karnataka
2023-03-24,FAC0001,Oral rehydration salts,fluids,15.89211279284595,577.4126605237644,32.65335295518571,Bagalkote,Karnataka
2023-03-25,FAC0001,Oral rehydration salts,fluids,15.33506877287331,562.0775917508911,32.75834385819575,Bagalkote,Karnataka
2023-03-26,FAC0001,Oral rehydration salts,fluids,18.834511667499847,543.2430800833912,31.566122499792723,Bagalkote,Karnataka
2023-03-27,FAC0001,Oral rehydration salts,fluids,21.4818299116027,521.7612501717884,29.984836239294967,Bagalkote,Karnataka
2023-03-28,FAC0001,Oral rehydration salts,fluids,20.87797024483191,500.88327992695656,28.546362388324898,Bagalkote,Karnataka
2023-03-29,FAC0001,Oral rehydration salts,fluids,19.6291281057666,481.25415182118996,26.56312880068589,Bagalkote,Karnataka
2023-03-30,FAC0001,Oral rehydration salts,fluids,15.397931080583408,465.85622074060655,25.58674444921262,Bagalkote,Karnataka
2023-03-31,FAC0001,Oral rehydration salts,fluids,16.784856416653405,449.07136432395316,24.493281923642414,Bagalkote,Karnataka
2023-04-01,FAC0001,Oral rehydration salts,fluids,13.905985695128356,435.1653786288248,24.00208439728279,Bagalkote,Karnataka
2023-04-02,FAC0001,Oral rehydration salts,fluids,17.600355273004762,417.56502335582,23.257482169912517,Bagalkote,Karnataka
2023-04-03,FAC0001,Oral rehydration salts,fluids,18.719355646711314,398.8456677091087,22.71412312439277,Bagalkote,Karnataka
2023-04-04,FAC0001,Oral rehydration salts,fluids,23.445942791495934,375.39972491761273,20.94137414442568,Bagalkote,Karnataka
2023-04-05,FAC0001,Oral rehydration salts,fluids,22.080321061055194,353.3194038565575,19.332009999969905,Bagalkote,Karnataka
2023-04-06,FAC0001,Oral rehydration salts,fluids,18.16189562182348,335.15750823473405,17.950464183323344,Bagalkote,Karnataka
2023-04-07,FAC0001,Oral rehydration salts,fluids,18.506671872304228,316.6508363624298,16.738763155974286,Bagalkote,Karnataka
2023-04-08,FAC0001,Oral rehydration salts,fluids,15.280255467280568,301.37058089514926,15.767384846048245,Bagalkote,Karnataka
2023-04-09,FAC0001,Oral rehydration salts,fluids,18.26998304380576,283.1005978513435,14.73775816558582,Bagalkote,Karnataka
2023-04-10,FAC0001,Oral rehydration salts,fluids,21.278421756420975,261.8221760949225,13.375481905138598,Bagalkote,Karnataka
2023-04-11,FAC0001,Oral rehydration salts,fluids,25.096646592301646,615.8121420606451,31.08498290921754,Bagalkote,Karnataka
2023-04-12,FAC0001,Oral rehydration salts,fluids,22.150459621993054,593.6616824386521,29.951722409013914,Bagalkote,Karnataka
2023-04-13,FAC0001,Oral rehydration salts,fluids,15.825261031036137,577.836421407616,29.65268799404647,Bagalkote,Karnataka
2023-04-14,FAC0001,Oral rehydration salts,fluids,18.195764271719884,559.640657135896,28.78454773682448,Bagalkote,Karnataka
2023-04-15,FAC0001,Oral rehydration salts,fluids,17.153092980836277,542.4875641550598,27.523542452087568,Bagalkote,Karnataka
2023-04-16,FAC0001,Oral rehydration salts,fluids,16.058797567337184,526.4287665877226,27.14380971363585,Bagalkote,Karnataka
2023-04-17,FAC0001,Oral rehydration salts,fluids,22.018859068929256,504.4099075187934,25.86738677485096,Bagalkote,Karnataka
2023-04-18,FAC0001,Oral rehydration salts,fluids,26.485939543364765,477.9239679754286,24.26218055335522,Bagalkote,Karnataka
2023-04-19,FAC0001,Oral rehydration salts,fluids,23.900607205124604,454.02336077030395,22.75996651506965,Bagalkote,Karnataka
2023-04-20,FAC0001,Oral rehydration salts,fluids,18.173155281136534,435.8502054891674,21.48765933854116,Bagalkote,Karnataka
2023-04-21,FAC0001,Oral rehydration salts,fluids,17.114940394465172,418.73526509470224,20.80223342202542,Bagalkote,Karnataka
2023-04-22,FAC0001,Oral rehydration salts,fluids,15.810072675766657,402.9251924189356,20.209432613149698,Bagalkote,Karnataka
2023-04-23,FAC0001,Oral rehydration salts,fluids,18.308345139016975,384.6168472799186,18.985131462156797,Bagalkote,Karnataka
2023-04-24,FAC0001,Oral rehydration salts,fluids,23.89541199394198,360.7214352859766,17.573087163948188,Bagalkote,Karnataka
2023-04-25,FAC0001,Oral rehydration salts,fluids,24.147474774302353,336.5739605116743,16.66797028069392,Bagalkote,Karnataka
2023-04-26,FAC0001,Oral rehydration salts,fluids,20.463829251749583,316.1101312599247,16.04466030325931,Bagalkote,Karnataka
2023-04-27,FAC0001,Oral rehydration salts,fluids,17.693298755166012,298.41683250475864,15.199494723674503,Bagalkote,Karnataka
2023-04-28,FAC0001,Oral rehydration salts,fluids,18.644083488421458,279.7727490163372,14.093075588887267,Bagalkote,Karnataka
2023-04-29,FAC0001,Oral rehydration salts,fluids,16.495240291882325,263.27750872445483,13.197086498786108,Bagalkote,Karnataka
2023-04-30,FAC0001,Oral rehydration salts,fluids,16.896750361754066,246.38075836270076,12.47623049847508,Bagalkote,Karnataka
2023-05-01,FAC0001,Oral rehydration salts,fluids,17.816463201901104,636.9771171602048,33.73892485792368,Bagalkote,Karnataka
2023-05-02,FAC0001,Oral rehydration salts,fluids,21.33227342807374,615.644843732131,33.31876688109714,Bagalkote,Karnataka
2023-05-03,FAC0001,Oral rehydration salts,fluids,20.015373205343316,595.6294705267877,32.34768900099597,Bagalkote,Karnataka
2023-05-04,FAC0001,Oral rehydration salts,fluids,14.447097640334766,581.182372886453,32.378548567275345,Bagalkote,Karnataka
2023-05-05,FAC0001,Oral rehydration salts,fluids,16.663820702740203,564.5185521837128,31.953789317532454,Bagalkote,Karnataka
2023-05-06,FAC0001,Oral rehydration salts,fluids,15.671972390876572,548.8465797928362,31.274900265029178,Bagalkote,Karnataka
2023-05-07,FAC0001,Oral rehydration salts,fluids,18.27651060636569,530.5700691864705,29.897645374507317,Bagalkote,Karnataka
2023-05-08,FAC0001,Oral rehydration salts,fluids,23.710074139010015,506.8599950474605,27.267894553169747,Bagalkote,Karnataka
2023-05-09,FAC0001,Oral rehydration salts,fluids,25.924811351828613,480.93518369563185,24.991127473391792,Bagalkote,Karnataka
2023-05-10,FAC0001,Oral rehydration salts,fluids,19.92111494254934,461.0140687530825,23.97272851955292,Bagalkote,Karnataka
2023-05-11,FAC0001,Oral rehydration salts,fluids,15.998463465638146,445.0156052874443,22.877162261688227,Bagalkote,Karnataka
2023-05-12,FAC0001,Oral rehydration salts,fluids,17.619684312806534,427.39592097463776,21.81821790059456,Bagalkote,Karnataka
2023-05-13,FAC0001,Oral rehydration salts,fluids,19.31879570962504,408.07712526501274,20.292327525432643,Bagalkote,Karnataka
2023-05-14,FAC0001,Oral rehydration salts,fluids,20.84632294585493,387.2308023191578,18.910488908411175,Bagalkote,Karnataka
2023-05-15,FAC0001,Oral rehydration salts,fluids,21.46733617367913,365.7634661454787,18.14604712775744,Bagalkote,Karnataka
2023-05-16,FAC0001,Oral rehydration salts,fluids,28.33965577125563,337.423810374223,16.458393630793914,Bagalkote,Karnataka
2023-05-17,FAC0001,Oral rehydration salts,fluids,21.52113773274292,315.9026726414801,15.2387666836978,Bagalkote,Karnataka
2023-05-18,FAC0001,Oral rehydration salts,fluids,20.369671613871656,295.5330010276084,13.839275930711771,Bagalkote,Karnataka
2023-05-19,FAC0001,Oral rehydration salts,fluids,22.651731665419426,272.88126936218896,12.36238030246076,Bagalkote,Karnataka
2023-05-20,FAC0001,Oral rehydration salts,fluids,18.55478074100448,254.32648862118447,11.579044218674817,Bagalkote,Karnataka
2023-05-21,FAC0001,Oral rehydration salts,fluids,22.238348752265196,661.6065725595217,29.85153106678256,Bagalkote,Karnataka
2023-05-22,FAC0001,Oral rehydration salts,fluids,22.63632869928134,638.9702438602404,28.614575846650673,Bagalkote,Karnataka
2023-05-23,FAC0001,Oral rehydration salts,fluids,22.116734054026015,616.8535098062144,28.76947839384717,Bagalkote,Karnataka
2023-05-24,FAC0001,Oral rehydration salts,fluids,19.81247895400528,597.0410308522091,28.166094609504675,Bagalkote,Karnataka
2023-05-25,FAC0001,Oral rehydration salts,fluids,19.927161903855044,577.1138689483541,27.307446144075055,Bagalkote,Karnataka
2023-05-26,FAC0001,Oral rehydration salts,fluids,16.470685940828762,560.6431830075254,27.684809894347747,Bagalkote,Karnataka
2023-05-27,FAC0001,Oral rehydration salts,fluids,17.75556805523813,542.8876149522873,26.960030684566902,Bagalkote,Karnataka
2023-05-28,FAC0001,Oral rehydration salts,fluids,18.33682145501932,524.550793497268,26.790957518201658,Bagalkote,Karnataka
2023-05-29,FAC0001,Oral rehydration salts,fluids,23.953017932823748,500.5977755644443,25.32428937713447,Bagalkote,Karnataka
2023-05-30,FAC0001,Oral rehydration salts,fluids,21.800856410276726,478.7969191541676,24.27684486665598,Bagalkote,Karnataka
2023-05-31,FAC0001,Oral rehydration salts,fluids,19.45804272826401,459.3388764259036,23.350194834475882,Bagalkote,Karnataka
2023-06-01,FAC0001,Oral rehydration salts,fluids,15.797793635469459,443.54108279043413,23.24416274331747,Bagalkote,Karnataka
2023-06-02,FAC0001,Oral rehydration salts,fluids,16.474879875149718,427.0662029152844,22.38007939947907,Bagalkote,Karnataka
2023-06-03,FAC0001,Oral rehydration salts,fluids,14.450302923845925,412.6158999914385,22.17143837254392,Bagalkote,Karnataka
2023-06-04,FAC0001,Oral rehydration salts,fluids,18.24639784852845,394.36950214291005,21.205708487604085,Bagalkote,Karnataka
2023-06-05,FAC0001,Oral rehydration salts,fluids,18.809843728249398,375.55965841466065,21.024929588098587,Bagalkote,Karnataka
2023-06-06,FAC0001,Oral rehydration salts,fluids,20.03359105134817,355.52606736331245,20.18873428217692,Bagalkote,Karnataka
2023-06-07,FAC0001,Oral rehydration salts,fluids,21.014164337748717,334.51190302556375,18.758632508609487,Bagalkote,Karnataka
2023-06-08,FAC0001,Oral rehydration salts,fluids,16.54271592219274,317.96918710337104,17.725178851089893,Bagalkote,Karnataka
2023-06-09,FAC0001,Oral rehydration salts,fluids,17.8743897254859,300.09479737788513,16.54438314480537,Bagalkote,Karnataka
2023-06-10,FAC0001,Oral rehydration salts,fluids,19.366367713277835,660.7036421891971,35.06720906742181,Bagalkote,Karnataka
2023-06-11,FAC0001,Oral rehydration salts,fluids,19.18926751061795,641.5143746785792,33.807040041639674,Bagalkote,Karnataka
2023-06-12,FAC0001,Oral rehydration salts,fluids,19.345267418523804,622.1691072600554,32.655935306579664,Bagalkote,Karnataka
2023-06-13,FAC0001,Oral rehydration salts,fluids,19.966762605508116,602.2023446545472,31.62378157936716,Bagalkote,Karnataka
2023-06-14,FAC0001,Oral rehydration salts,fluids,19.52678097479618,582.675563679751,30.943638003507267,Bagalkote,Karnataka
2023-06-15,FAC0001,Oral rehydration salts,fluids,14.893829823042076,567.7817338567089,30.53465533643655,Bagalkote,Karnataka
2023-06-16,FAC0001,Oral rehydration salts,fluids,16.06407505862291,551.717658798086,30.089231543921002,Bagalkote,Karnataka
2023-06-17,FAC0001,Oral rehydration salts,fluids,16.585477608400925,535.1321811896851,29.83102401223439,Bagalkote,Karnataka
2023-06-18,FAC0001,Oral rehydration salts,fluids,22.46453476433231,512.6676464253528,27.852267369370388,Bagalkote,Karnataka
2023-06-19,FAC0001,Oral rehydration salts,fluids,20.69652356600583,491.97112285934696,26.45046984303923,Bagalkote,Karnataka
